j,base,n,k_human,sil_human,k_gmm,sil_gmm,k_dbscan,sil_dbscan,k_H_s0,sil_H_s0,ari_H_s0,k_H_s1,sil_H_s1,ari_H_s1,k_H_s2,sil_H_s2,ari_H_s2,k_R_gmm,sil_R_gmm,ari_R_gmm,k_R_dbscan,sil_R_dbscan,ari_R_dbscan,k_R_shuffle,sil_R_shuffle,ari_R_shuffle
2027,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,7,0.5391668565772326,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.1935483870967742,3.0,0.46172462356758925,0.2731277533039647,3.0,0.4223795231533976,0.2731277533039647,6.0,0.32030603743668545,0.5360824742268041,2.0,0.577077725279484,0.07582938388625593,2.0,0.10899660325024056,-0.032786885245901634
2030,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,12,0.2795412993989059,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.1483292583537082,3.0,0.2878200693145649,0.11102299762093577,3.0,0.23208841146528814,0.1851015801354402,9.0,0.30670707474338443,0.44494382022471907,3.0,0.32801732818643287,0.17036506800286327,2.0,0.27698190887728835,0.11627906976744187
2033,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,9,0.3258388825594759,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.2738589211618257,3.0,0.34076348780852034,0.21983089930822444,3.0,0.365031638833176,0.1930835734870317,9.0,0.06761125746329429,0.39236111111111116,3.0,0.11889943569469709,0.0699734278122232,2.0,0.2760108259485679,0.15322580645161288
2040,f54baffc-bc26-4c4d-b940-824d08daf230,15,5,0.47359726163580124,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,0.7193195625759417,3.0,0.6443316798728668,0.7193195625759417,3.0,0.6443316798728668,0.7193195625759417,8.0,0.2149217442279081,0.49162011173184356,3.0,0.13416379325191558,0.3202725724020443,2.0,0.22074786696154916,0.1662049861495845
2049,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,11,0.2522517628333298,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.16606886657101866,3.0,0.35251985784181117,0.449685534591195,3.0,0.30451110997640557,0.40214524353789344,8.0,0.27465788093222554,0.4314868804664724,4.0,0.23049416906997386,0.18746372605919906,2.0,0.32581493592369576,0.2424242424242424
2050,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,11,0.294126437330149,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.3042996862889832,3.0,0.30687042275473697,0.295619148560325,3.0,0.39922115927478985,0.3205752725585711,7.0,0.10824478406775702,0.26849243268033807,4.0,0.3296748063163466,0.3202642233113147,2.0,0.1811449749448174,0.10059571332064116
2064,e8770f4c-e648-4512-9529-b68de18f7703,30,9,0.41642142391605746,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.39091298756965276,4.0,0.35201154622400155,0.41429311237700667,4.0,0.2722541713473774,0.29542770372869914,7.0,0.18483806749086643,0.2576188541243397,4.0,0.3697013276527659,0.4137825421133231,2.0,0.22858172993063533,0.12517956084547507
2065,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,14,0.27963927907047265,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.18687795922311334,3.0,0.37759882516711096,0.1885891885891886,3.0,0.37759882516711096,0.1885891885891886,1.0,,0.0,4.0,0.15631795781227012,0.19366543984241358,2.0,0.22407879161932293,0.026863214606405287
2075,e8770f4c-e648-4512-9529-b68de18f7703,30,14,0.44166287190616776,2,0.467277586086515,9,0.6895941852145598,3.0,0.30810519127711977,0.17951592692738905,3.0,0.39753538650411074,0.3058683170531653,3.0,0.4175733248758163,0.3058683170531653,1.0,,0.0,5.0,0.26918637897589387,0.3806501415215713,2.0,0.2352878859305135,0.12283174327840417
2079,f54baffc-bc26-4c4d-b940-824d08daf230,15,6,0.4792726305441525,8,0.3224844024675161,3,0.6443316798728668,3.0,0.5323709459510785,0.34554973821989526,3.0,0.6443316798728668,0.5372050816696915,3.0,0.6443316798728668,0.5372050816696915,6.0,0.3268605842694511,0.64,3.0,0.293441222627887,0.3192488262910798,2.0,0.18799890749606904,0.20233463035019456
2082,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,9,0.28528840424180296,7,0.42048053002816743,2,0.3468107680518694,3.0,0.38908973072061814,0.42451420029895365,3.0,0.11106794647010403,0.08738548273431994,3.0,0.23984930934907042,0.11061285500747385,11.0,0.003266078085800624,0.30630630630630634,3.0,0.23887106626981217,0.08738548273431994,2.0,0.21621319588031704,0.24040066777963273
2088,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,9,0.33875557246539645,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.3327610426096457,3.0,0.2878200693145649,0.2615454961133973,3.0,0.23208841146528814,0.18401514048624254,9.0,0.30670707474338443,0.5026178010471204,3.0,0.32801732818643287,0.2719799359063676,2.0,0.27698190887728835,0.09837962962962961
2106,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,16,0.2267738903068247,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.17220972486589375,3.0,0.37759882516711096,0.1701534170153417,3.0,0.37759882516711096,0.1701534170153417,1.0,,0.0,4.0,0.15631795781227012,0.17717472118959107,2.0,0.22407879161932293,0.017999732941647754
2107,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,10,0.2753032764340334,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.18630424638357443,3.0,0.35251985784181117,0.34210526315789475,3.0,0.30451110997640557,0.4327622758265055,8.0,0.27465788093222554,0.5837063563115488,4.0,0.23049416906997386,0.1755667978264943,2.0,0.32581493592369576,0.29275888917726445
2109,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,7,0.5391668565772326,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.1935483870967742,3.0,0.46172462356758925,0.2731277533039647,3.0,0.4223795231533976,0.2731277533039647,6.0,0.32030603743668545,0.5360824742268041,2.0,0.577077725279484,0.07582938388625593,2.0,0.10899660325024056,-0.032786885245901634
2110,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,8,0.32794184831839496,1,,2,0.12888205544791959,3.0,0.30826571742318964,0.29526123936816523,3.0,0.4204843896840505,0.35722649715623955,3.0,0.41493371587219785,0.43476818445716175,9.0,0.18521201210094554,0.4893265291454036,5.0,0.28013621397575567,0.32777668179128033,2.0,0.24045891636060912,0.23742945100051308
2130,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.3697478991596639,3.0,0.46172462356758925,0.39893143365983974,3.0,0.4223795231533976,0.39893143365983974,6.0,0.32030603743668545,0.10215482841181164,2.0,0.577077725279484,1.0,2.0,0.10899660325024056,0.09569377990430619
2143,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
2147,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,4,0.4952022395423347,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.2875318066157761,3.0,0.34076348780852034,0.35874236598054743,3.0,0.365031638833176,0.4062635928664637,9.0,0.06761125746329429,0.28716904276985744,3.0,0.11889943569469709,0.17556532663316585,2.0,0.2760108259485679,0.20844327176781008
2151,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.44963629344608363,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.48226003781559335,3.0,0.2878200693145649,0.3978650061158679,3.0,0.23208841146528814,0.29254195843058795,9.0,0.30670707474338443,0.09726103968697596,3.0,0.32801732818643287,0.2506388179091212,2.0,0.27698190887728835,0.11529933481152992
2160,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,4,0.3412529484928604,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.6082996623845676,3.0,0.37759882516711096,0.4420459051059518,3.0,0.37759882516711096,0.4420459051059518,1.0,,0.0,4.0,0.15631795781227012,0.588809497365271,2.0,0.22407879161932293,0.13354152478087297
2161,e8770f4c-e648-4512-9529-b68de18f7703,30,4,0.506147321123074,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.7470418689320388,4.0,0.35201154622400155,0.5498405772780668,4.0,0.2722541713473774,0.4348463069438302,7.0,0.18483806749086643,0.43337069461694583,4.0,0.3697013276527659,0.7600787918581746,2.0,0.22858172993063533,0.16976121818144102
2164,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,5,0.41133379596530856,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.5794957170860073,3.0,0.30687042275473697,0.6017421329357294,3.0,0.39922115927478985,0.4902000404122045,7.0,0.10824478406775702,0.35519864475248814,4.0,0.3296748063163466,0.6065875076581965,2.0,0.1811449749448174,0.2623459343204566
2171,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,5,0.43894399232297154,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.1833479982402112,3.0,0.35251985784181117,0.4896305897602074,3.0,0.30451110997640557,0.5280203981988824,8.0,0.27465788093222554,0.49513836948391926,4.0,0.23049416906997386,0.20097272885183257,2.0,0.32581493592369576,0.3412470649621706
2189,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,5,0.47784652123221016,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.308300395256917,3.0,0.34076348780852034,0.22481543224577283,3.0,0.365031638833176,0.28603807796917496,9.0,0.06761125746329429,0.3069306930693069,3.0,0.11889943569469709,0.1653928462243962,2.0,0.2760108259485679,0.24202127659574468
2194,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
2213,e8770f4c-e648-4512-9529-b68de18f7703,30,4,0.506147321123074,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.7470418689320388,4.0,0.35201154622400155,0.5498405772780668,4.0,0.2722541713473774,0.4348463069438302,7.0,0.18483806749086643,0.43337069461694583,4.0,0.3697013276527659,0.7600787918581746,2.0,0.22858172993063533,0.16976121818144102
2219,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,5,0.33782748718109507,1,,3,0.37352842568677297,3.0,0.3547984686812627,0.3422174272090359,3.0,0.30994562536402154,0.23613263092655717,3.0,0.29266491059864924,0.2182967597590957,1.0,,0.0,5.0,0.21030648119267278,0.47692859503899737,2.0,0.27471504535506747,0.18359131371548446
2220,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.44195700734112914,0.020887728459530023,2.0,0.577077725279484,1.0,3.0,0.3604458639935722,0.5018450184501845,6.0,0.3939519001186307,0.12903225806451613,3.0,0.2952953683987201,-0.0819234194122885,2.0,0.06758191120174724,0.048338368580060416
2225,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,5,0.43894399232297154,8,0.42427543967368275,4,0.4647149523205244,3.0,0.40391342609640746,0.4706475464933901,3.0,0.36864766465669846,0.16996690717734497,3.0,0.38376706610772693,0.22577422577422573,3.0,-0.06270855451296133,0.013982825442662817,2.0,0.24023671052075696,0.030584380120152917,2.0,0.34244585199062655,0.25830445439945904
2226,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,4,0.3439799049107122,8,0.41181654415281255,1,,3.0,0.3713704362495656,0.3111711933144894,3.0,0.36352501628078376,0.5274837393189643,3.0,0.26836609415328255,0.4265593561368209,11.0,0.17916747784287576,0.18117289166807504,3.0,0.3583148883053003,0.42547136250444684,2.0,0.1956163296582105,0.016134307205930478
2232,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,4,0.3832318876529933,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.48926258379729576,3.0,0.30687042275473697,0.4557178429404987,3.0,0.39922115927478985,0.35041761579347,7.0,0.10824478406775702,0.38388831078737423,4.0,0.3296748063163466,0.5281427021815114,2.0,0.1811449749448174,0.3173385713840302
2239,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,8,0.002200335853611342,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.17704011065006914,3.0,0.34076348780852034,0.2736356648731745,3.0,0.365031638833176,0.1930835734870317,9.0,0.06761125746329429,0.14930555555555558,3.0,0.11889943569469709,-0.023029229406554472,2.0,0.2760108259485679,0.1935483870967742
2244,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,7,0.24540866236822464,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.08602150537634408,3.0,0.46172462356758925,0.14096916299559473,3.0,0.4223795231533976,0.14096916299559473,6.0,0.32030603743668545,0.22680412371134023,2.0,0.577077725279484,0.004739336492890994,2.0,0.10899660325024056,-0.032786885245901634
2262,f54baffc-bc26-4c4d-b940-824d08daf230,15,9,-0.18179399308180733,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,0.3657331136738057,3.0,0.6443316798728668,0.3657331136738057,3.0,0.6443316798728668,0.3657331136738057,8.0,0.2149217442279081,0.14930555555555558,3.0,0.13416379325191558,0.0010015022533800665,2.0,0.22074786696154916,0.024526198439241934
2263,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,14,-0.05788662543168481,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.1496767777225261,3.0,0.2878200693145649,0.051377033338701895,3.0,0.23208841146528814,0.0733119951226947,9.0,0.30670707474338443,0.13853904282115867,3.0,0.32801732818643287,0.06552871401706929,2.0,0.27698190887728835,0.037274315666860805
2273,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,2,0.48112843176422176,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.6446600410159331,3.0,0.37759882516711096,0.5515041738856513,3.0,0.37759882516711096,0.5515041738856513,1.0,,0.0,4.0,0.15631795781227012,0.6148086850297514,2.0,0.22407879161932293,0.037837409958046395
2279,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,3,0.37202160449866095,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.6362876254180602,3.0,0.30687042275473697,0.6630845193145514,3.0,0.39922115927478985,0.7266678987248198,7.0,0.10824478406775702,0.21604369299343779,4.0,0.3296748063163466,0.5841944817608763,2.0,0.1811449749448174,0.030292297756203273
2281,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,3,0.09367048959347478,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.3799375344479148,3.0,0.35251985784181117,0.2715777899945025,3.0,0.30451110997640557,0.15421289080407075,8.0,0.27465788093222554,0.1412213740458015,4.0,0.23049416906997386,0.34082708853733,2.0,0.32581493592369576,0.269394261424017
2290,e8770f4c-e648-4512-9529-b68de18f7703,30,3,0.48527927599372783,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.5943087211682817,4.0,0.35201154622400155,0.4347178905585483,4.0,0.2722541713473774,0.3757351903260716,7.0,0.18483806749086643,0.22814224253178095,4.0,0.3697013276527659,0.48793998845931913,2.0,0.22858172993063533,0.20648732518398924
2303,e8770f4c-e648-4512-9529-b68de18f7703,30,4,0.2614733338343265,2,0.467277586086515,9,0.6895941852145598,3.0,0.30810519127711977,0.6030116358658453,3.0,0.39753538650411074,0.7114427860696517,3.0,0.4175733248758163,0.7629708599857854,1.0,,0.0,5.0,0.26918637897589387,0.23909830007390984,2.0,0.2352878859305135,0.0022403584573531584
2308,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,3,0.14191727195837034,7,0.42048053002816743,2,0.3468107680518694,3.0,0.38908973072061814,0.0440060698027314,3.0,0.11106794647010403,0.22895876482771607,3.0,0.23984930934907042,0.5220030349013657,11.0,0.003266078085800624,0.12053115423901939,3.0,0.23887106626981217,0.34758049331575974,2.0,0.21621319588031704,-0.08956854178044779
2316,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.5323709459510785,0.8202824133504493,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,6.0,0.3268605842694511,0.5692307692307693,3.0,0.293441222627887,0.4890510948905109,2.0,0.18799890749606904,0.30616740088105726
2321,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,3,0.3417004555133832,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.5313440019251594,3.0,0.2878200693145649,0.26074464264336167,3.0,0.23208841146528814,0.20054521749437004,9.0,0.30670707474338443,0.15929203539823011,3.0,0.32801732818643287,0.3422133552399953,2.0,0.27698190887728835,0.10538116591928248
2329,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.3697478991596639,3.0,0.46172462356758925,0.39893143365983974,3.0,0.4223795231533976,0.39893143365983974,6.0,0.32030603743668545,0.10215482841181164,2.0,0.577077725279484,1.0,2.0,0.10899660325024056,0.09569377990430619
2333,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,4,0.29925707474203667,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.4573726443099258,3.0,0.37759882516711096,0.3759852272215466,3.0,0.37759882516711096,0.3759852272215466,1.0,,0.0,4.0,0.15631795781227012,0.43191668446376297,2.0,0.22407879161932293,-0.007578975238704621
2335,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,6,0.36561339863083625,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.2415536658239485,3.0,0.35251985784181117,0.3931220498988537,3.0,0.30451110997640557,0.4151881568538818,8.0,0.27465788093222554,0.5648464163822526,4.0,0.23049416906997386,0.21903711870635795,2.0,0.32581493592369576,0.22037422037422036
2344,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,3,0.21568386850655977,1,,2,0.12888205544791959,3.0,0.30826571742318964,0.7661692612023738,3.0,0.4204843896840505,0.613425524536154,3.0,0.41493371587219785,0.5100396387029696,9.0,0.18521201210094554,0.14660941896572985,5.0,0.28013621397575567,0.398723068146913,2.0,0.24045891636060912,0.07019808685346648
2365,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,2,0.44963629344608363,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.48226003781559335,3.0,0.2878200693145649,0.3978650061158679,3.0,0.23208841146528814,0.29254195843058795,9.0,0.30670707474338443,0.09726103968697596,3.0,0.32801732818643287,0.2506388179091212,2.0,0.27698190887728835,0.11529933481152992
2368,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.3697478991596639,3.0,0.46172462356758925,0.39893143365983974,3.0,0.4223795231533976,0.39893143365983974,6.0,0.32030603743668545,0.10215482841181164,2.0,0.577077725279484,1.0,2.0,0.10899660325024056,0.09569377990430619
2376,f54baffc-bc26-4c4d-b940-824d08daf230,15,5,0.1924097436058459,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,0.7750535586765055,3.0,0.6443316798728668,0.7750535586765055,3.0,0.6443316798728668,0.7750535586765055,8.0,0.2149217442279081,0.3022035676810073,3.0,0.13416379325191558,0.20998632010943913,2.0,0.22074786696154916,0.2058660763696735
2377,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,2,0.3468107680518694,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.1570327552986513,3.0,0.34076348780852034,0.2076081934390882,3.0,0.365031638833176,0.3037574992106094,9.0,0.06761125746329429,-0.02072141212586339,3.0,0.11889943569469709,0.7344013490725126,2.0,0.2760108259485679,0.07862407862407861
2390,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,3,0.37166614674872045,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.23626681614349776,3.0,0.35251985784181117,0.602177554438861,3.0,0.30451110997640557,0.28741092636579574,8.0,0.27465788093222554,0.3387815750371471,4.0,0.23049416906997386,0.13585493695990938,2.0,0.32581493592369576,0.741447891805887
2392,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,2,0.44986082542262196,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.5921790037292444,3.0,0.30687042275473697,0.5734493334167866,3.0,0.39922115927478985,0.5061709107951883,7.0,0.10824478406775702,0.2323450190404442,4.0,0.3296748063163466,0.3773209136360808,2.0,0.1811449749448174,-0.031460388703052886
2404,e8770f4c-e648-4512-9529-b68de18f7703,30,5,0.3562492533655425,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.7108230421109151,4.0,0.35201154622400155,0.504231130865886,4.0,0.2722541713473774,0.38806516050980505,7.0,0.18483806749086643,0.37853282812597056,4.0,0.3697013276527659,0.7219707057256991,2.0,0.22858172993063533,0.1435943134247938
2406,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,3,0.44585115502384187,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.6631295709374471,3.0,0.37759882516711096,0.4014832715303529,3.0,0.37759882516711096,0.4014832715303529,1.0,,0.0,4.0,0.15631795781227012,0.6280899141428437,2.0,0.22407879161932293,0.018300083334731595
2413,e8770f4c-e648-4512-9529-b68de18f7703,30,4,0.506147321123074,2,0.467277586086515,9,0.6895941852145598,3.0,0.30810519127711977,0.32474386836386215,3.0,0.39753538650411074,0.5355989934165375,3.0,0.4175733248758163,0.4803131592994586,1.0,,0.0,5.0,0.26918637897589387,0.4445651878616642,2.0,0.2352878859305135,0.24888192962323444
2415,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,3,0.39202535988776116,7,0.42048053002816743,2,0.3468107680518694,3.0,0.38908973072061814,0.5960720793682932,3.0,0.11106794647010403,0.29054054054054057,3.0,0.23984930934907042,0.08584733751771613,11.0,0.003266078085800624,0.11633663366336634,3.0,0.23887106626981217,0.04014308426073133,2.0,0.21621319588031704,0.3084522502744237
2424,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.5323709459510785,0.8202824133504493,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,6.0,0.3268605842694511,0.5692307692307693,3.0,0.293441222627887,0.4890510948905109,2.0,0.18799890749606904,0.30616740088105726
2429,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,4,0.40303283726865474,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.6689451816110441,3.0,0.2878200693145649,0.2453329802727393,3.0,0.23208841146528814,0.3123949851363578,9.0,0.30670707474338443,0.2890551917680075,3.0,0.32801732818643287,0.5922232041408912,2.0,0.27698190887728835,0.14667424673109725
2441,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,3,0.38608846696495924,1,,2,0.12888205544791959,3.0,0.30826571742318964,0.5762251070481887,3.0,0.4204843896840505,0.38822867590183535,3.0,0.41493371587219785,0.3391529939699902,9.0,0.18521201210094554,0.23286716154697945,5.0,0.28013621397575567,0.6128458058295632,2.0,0.24045891636060912,0.22405555201630886
2443,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,2,0.577077725279484,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.3697478991596639,3.0,0.46172462356758925,0.39893143365983974,3.0,0.4223795231533976,0.39893143365983974,6.0,0.32030603743668545,0.10215482841181164,2.0,0.577077725279484,1.0,2.0,0.10899660325024056,0.09569377990430619
2453,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,4,0.4122621383825505,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.644692109853076,3.0,0.37759882516711096,0.34545841310359504,3.0,0.37759882516711096,0.34545841310359504,1.0,,0.0,4.0,0.15631795781227012,0.6074256238003838,2.0,0.22407879161932293,-0.00445719698024903
2458,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,4,0.3494101272752574,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.24689899586532782,3.0,0.35251985784181117,0.6924428822495606,3.0,0.30451110997640557,0.2588787789844438,8.0,0.27465788093222554,0.2953020134228188,4.0,0.23049416906997386,0.23692958597763672,2.0,0.32581493592369576,0.5912447257383966
2467,6b397277-e2cf-4165-9f1a-32aeef65ebbc,10,3,0.4223795231533976,8,0.36641621587983275,3,0.9210809893518893,3.0,0.24509496703092665,0.13461538461538464,3.0,0.46172462356758925,0.3778801843317972,3.0,0.4223795231533976,1.0,6.0,0.32030603743668545,0.22636103151862463,2.0,0.577077725279484,0.39893143365983974,2.0,0.10899660325024056,0.1649484536082474
2468,f54baffc-bc26-4c4d-b940-824d08daf230,15,3,0.6443316798728668,8,0.3224844024675161,3,0.6443316798728668,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,3.0,0.6443316798728668,1.0,8.0,0.2149217442279081,0.3657331136738057,3.0,0.13416379325191558,0.10506174986954255,2.0,0.22074786696154916,0.30616740088105726
2483,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,20,3,0.3296955925257135,8,0.41181654415281255,1,,3.0,0.36864334225392764,0.18460007463614878,3.0,0.2878200693145649,0.19044090403853278,3.0,0.23208841146528814,0.22500913186411783,9.0,0.30670707474338443,0.19239373601789708,3.0,0.32801732818643287,0.14455516868771764,2.0,0.27698190887728835,0.22972972972972971
2490,37ce66b3-c54a-46ec-981d-96c33e8fba81,15,6,0.41963343820820326,7,0.42048053002816743,2,0.3468107680518694,3.0,0.2851887420664756,0.14181577203445989,3.0,0.34076348780852034,0.344065353195579,3.0,0.365031638833176,0.35288746861447157,9.0,0.06761125746329429,0.32605905006418484,3.0,0.11889943569469709,0.1530969411048547,2.0,0.2760108259485679,0.2609853528628496
2493,e8770f4c-e648-4512-9529-b68de18f7703,30,7,0.3660003565316273,2,0.467277586086515,9,0.6895941852145598,3.0,0.4903603743383569,0.5907258064516129,4.0,0.35201154622400155,0.43348837209302327,4.0,0.2722541713473774,0.3634146341463415,7.0,0.18483806749086643,0.43870967741935485,4.0,0.3697013276527659,0.6053862508858965,2.0,0.22858172993063533,0.156472408457968
2498,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,25,5,0.43983418339032254,8,0.42427543967368275,4,0.4647149523205244,3.0,0.3544125357422523,0.6558863025962399,3.0,0.35251985784181117,0.41573403554970373,3.0,0.30451110997640557,0.22266938640498374,8.0,0.27465788093222554,0.6105428796223447,4.0,0.23049416906997386,0.5205114544485882,2.0,0.32581493592369576,0.3553008595988539
2506,8845809a-0ba9-4c73-8f4e-d60d62ca8418,30,6,0.4578422973493635,1,,2,0.12888205544791959,3.0,0.4161729243783084,0.35893439138444094,3.0,0.30687042275473697,0.36774989716166184,3.0,0.39922115927478985,0.39957310565635,7.0,0.10824478406775702,0.4377901155911532,4.0,0.3296748063163466,0.36966451409670814,2.0,0.1811449749448174,0.16690691927512352
2508,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,35,7,0.3088255281202089,1,,3,0.37352842568677297,3.0,0.37940621225896537,0.3815048188596435,3.0,0.37759882516711096,0.32822714411162063,3.0,0.37759882516711096,0.32822714411162063,1.0,,0.0,4.0,0.15631795781227012,0.3665847600045528,2.0,0.22407879161932293,0.06695125669730369
