trial,agent,k,sil
25,dbscan,3,0.6443316798728668
26,human,3,0.394722280326269
26,gmm,8,0.3892827778810225
26,dbscan,6,0.3749837386128673
27,human,3,0.38585480427637947
27,gmm,8,0.33216596406146603
27,dbscan,2,0.1676087672262985
28,human,4,0.3082977043229255
28,gmm,1,
28,dbscan,11,0.5103020154481417
29,human,4,0.30949826056012847
29,gmm,1,
29,dbscan,8,0.5301665326556435
30,human,3,0.31199716593222643
30,gmm,8,0.4252183365256392
30,dbscan,7,0.28272031657392455
31,human,3,0.3274288161849041
31,gmm,1,
31,dbscan,5,0.3127332228622638
32,human,5,0.20302000484795488
32,gmm,1,
32,dbscan,8,0.41936541024204904
33,human,2,0.400056823572806
33,gmm,1,
33,dbscan,4,0.31217425023605666
34,human,2,0.42108255982901605
34,gmm,1,
34,dbscan,1,
35,human,4,0.38093772940096365
35,gmm,1,
35,dbscan,3,0.28514417814493426
36,human,3,0.2573257698977009
36,gmm,1,
36,dbscan,7,0.15553712996968883
37,human,2,0.5235421355853522
37,gmm,8,0.311294944133682
37,dbscan,4,0.3332529741431673
38,human,2,0.4907781557303211
38,gmm,2,0.45687190864576444
38,dbscan,10,0.33775231955228074
39,human,2,0.47518076848516966
39,gmm,2,0.5084190736730574
39,dbscan,10,0.3122080105465206
40,human,2,0.38581572906174905
40,gmm,8,0.47711887022021243
40,dbscan,3,0.2151765223733977
41,human,3,0.12566309772698797
41,gmm,1,
41,dbscan,7,0.25614991394562686
42,human,2,0.47354316844766337
42,gmm,8,0.34681609569205735
42,dbscan,1,
43,human,2,0.47936221583338645
43,gmm,1,
43,dbscan,13,0.4411574452742846
44,human,3,0.3060094969800806
44,gmm,1,
44,dbscan,5,0.19469245700237778
45,human,2,0.41556259928539596
45,gmm,1,
45,dbscan,6,0.2007451274969363
46,human,2,0.3516007926900283
46,gmm,1,
46,dbscan,10,0.5050324528639097
47,human,3,0.26778056008461454
47,gmm,7,0.41383916988116054
47,dbscan,7,0.2968799907871945
48,human,3,0.09756958574192265
48,gmm,1,
48,dbscan,12,0.5132316011450816
49,human,2,0.48112843176422176
49,gmm,1,
49,dbscan,4,0.2494233727840936
50,human,3,0.18215403343907893
50,gmm,3,0.483838592824444
50,dbscan,10,0.47255255287704134
51,human,2,0.48603697525693584
51,gmm,2,0.4672775860865151
51,dbscan,10,0.3827624031689932
52,human,2,0.5109167788273163
52,gmm,1,
52,dbscan,9,0.4302236704918843
53,human,2,0.4292528343764446
53,gmm,1,
53,dbscan,2,0.12888205544791959
54,human,2,0.3852098664403272
54,gmm,1,
54,dbscan,5,0.25001774478351807
55,human,2,0.3933137507996346
55,gmm,8,0.42427543967368275
55,dbscan,5,0.3237586808878782
56,human,2,0.41239266973636957
56,gmm,8,0.3618331591602254
56,dbscan,4,0.6361145763694069
57,human,3,0.2683086581182208
57,gmm,3,0.483838592824444
57,dbscan,10,0.47255255287704134
58,human,2,0.5235421355853522
58,gmm,8,0.311294944133682
58,dbscan,4,0.3332529741431673
59,human,2,0.4453959376355989
59,gmm,8,0.36901405786813773
59,dbscan,5,0.3761462634265349
60,human,2,0.4152625173279913
60,gmm,8,0.47409783625815766
