trial,agent,k,sil
2637,dbscan,2,0.3468107680518694
2638,human,2,0.4292136674733068
2638,gmm,2,0.45687190864576444
2638,dbscan,10,0.33775231955228074
2639,human,2,0.4413323712494702
2639,gmm,8,0.3892827778810225
2639,dbscan,6,0.3749837386128673
2640,human,2,0.39313329794626406
2640,gmm,8,0.2268396540761116
2640,dbscan,1,
2641,human,2,0.47103246426999945
2641,gmm,8,0.4497582449614434
2641,dbscan,6,0.40489335189054154
2642,human,2,0.4229348231592994
2642,gmm,1,
2642,dbscan,4,0.31217425023605666
2643,human,3,0.3386332433562829
2643,gmm,7,0.5473991894604074
2643,dbscan,7,0.48655127480442195
2644,human,2,0.5193502863687299
2644,gmm,8,0.47409783625815766
2644,dbscan,5,0.4153336740669677
2645,human,2,0.370268561303303
2645,gmm,8,0.48103562380359066
2645,dbscan,8,0.5601012928261464
2646,human,2,0.45422763024353474
2646,gmm,1,
2646,dbscan,7,0.15553712996968883
2647,human,2,0.5203475997078756
2647,gmm,8,0.311294944133682
2647,dbscan,4,0.3332529741431673
2648,human,2,0.5458605607851488
2648,gmm,8,0.33779716799515996
2648,dbscan,5,0.4706866209886451
2649,human,3,0.18438791587937417
2649,gmm,1,
2649,dbscan,11,0.5103020154481417
2650,human,2,0.5230263237530124
2650,gmm,3,0.483838592824444
2650,dbscan,10,0.47255255287704134
2651,human,2,0.46972608666161014
2651,gmm,8,0.2800594536364459
2651,dbscan,2,0.028907271545995452
2652,human,2,0.17048091131061743
2652,gmm,1,
2652,dbscan,13,0.4411574452742846
2653,human,2,0.2909224514869811
2653,gmm,8,0.46909417482119736
2653,dbscan,5,0.35964300447429615
2654,human,2,0.5815925138281202
2654,gmm,8,0.3224844024675161
2654,dbscan,3,0.6443316798728668
2655,human,2,0.3938041960250529
2655,gmm,8,0.25537479528681467
2655,dbscan,4,0.5168514391285018
2656,human,2,0.2738804036880043
2656,gmm,8,0.33216596406146603
2656,dbscan,2,0.1676087672262985
2657,human,2,0.1907696260781636
2657,gmm,8,0.34681609569205735
2657,dbscan,1,
2658,human,2,0.1365806240908166
2658,gmm,7,0.41383916988116054
2658,dbscan,7,0.2968799907871945
2659,human,2,0.5465788814972941
2659,gmm,1,
2659,dbscan,5,0.19469245700237778
2660,human,2,0.33330445738440134
2660,gmm,8,0.41181654415281255
2660,dbscan,1,
2661,human,3,0.13128245122860935
2661,gmm,8,0.10645946299859359
2661,dbscan,2,0.31781281284144763
2662,human,3,-0.025993655958233976
2662,gmm,8,0.21240622087334698
2662,dbscan,1,
2663,human,3,-0.0267644864211786
2663,gmm,8,0.4252183365256392
2663,dbscan,7,0.28272031657392455
2664,human,2,0.2599774579468599
2664,gmm,1,
2664,dbscan,2,0.12888205544791959
2665,human,2,0.37882001964826806
2665,gmm,1,
2665,dbscan,10,0.5050324528639097
2666,human,2,0.4313913545660346
2666,gmm,8,0.2541787464769895
2666,dbscan,3,0.5983035144857154
2667,human,2,0.18022885399607735
2667,gmm,1,
2667,dbscan,5,0.25001774478351807
2668,human,2,0.3511429773298129
2668,gmm,8,0.3674288906039226
2668,dbscan,5,0.48712800898114705
2669,human,2,0.3276080530570659
2669,gmm,8,0.4629110079924554
2669,dbscan,4,0.6376286111759258
2670,human,3,0.08881881666025118
2670,gmm,1,
2670,dbscan,7,0.25614991394562686
2671,human,2,0.203898626150201
2671,gmm,8,0.391142968296422
2671,dbscan,3,0.11787876231126716
2672,human,2,-0.003921803794091434
2672,gmm,1,
2672,dbscan,6,0.2007451274969363
2673,human,2,0.15859993640296607
2673,gmm,8,0.42427543967368275
2673,dbscan,5,0.3237586808878782
2674,human,2,0.3902989057701523
2674,gmm,8,0.36641621587983275
2674,dbscan,4,0.3793660171080533
2675,human,3,0.173898711024051
2675,gmm,1,
2675,dbscan,1,
2676,human,5,0.5121868630220547
2676,gmm,8,0.27378580651216583
2676,dbscan,4,0.6976565449294931
2677,human,2,0.3626095371962868
2677,gmm,8,0.1764587343188977
2677,dbscan,1,
2678,human,2,0.554004737709732
2678,gmm,8,0.315785373329594
2678,dbscan,4,0.5925424728757434
2679,human,2,0.35085235031805195
2679,gmm,7,0.35998962890167857
2679,dbscan,2,0.14134003761741115
2680,human,2,0.4139666976849232
2680,gmm,1,
2680,dbscan,4,0.2494233727840936
2681,human,2,0.4982537672274994
2681,gmm,2,0.4672775860865151
2681,dbscan,10,0.3827624031689932
2682,human,2,0.5067424154528385
2682,gmm,1,
2682,dbscan,3,0.28514417814493426
2683,human,2,0.4086077213905821
2683,gmm,1,
2683,dbscan,9,0.4302236704918843
2684,human,2,0.6084622564107512
2684,gmm,8,0.4854280401923078
2684,dbscan,5,0.41192148521366845
2685,human,2,0.37393849495284953
2685,gmm,1,
2685,dbscan,12,0.5132316011450816
2686,human,2,0.4447726078937682
2686,gmm,1,
2686,dbscan,8,0.5301665326556435
2687,human,5,0.4297927566569478
2687,gmm,8,0.391142968296422
2687,dbscan,3,0.11787876231126716
2688,human,6,0.3521947250044888
2688,gmm,7,0.35998962890167857
2688,dbscan,2,0.14134003761741115
2689,human,6,0.3351355952815054
2689,gmm,8,0.3892827778810225
2689,dbscan,6,0.3749837386128673
2690,human,3,0.5934788336231392
2690,gmm,8,0.33779716799515996
2690,dbscan,5,0.4706866209886451
2691,human,4,0.5001228960409844
2691,gmm,8,0.48103562380359066
2691,dbscan,8,0.5601012928261464
2692,human,3,0.6443316798728668
2692,gmm,8,0.3224844024675161
2692,dbscan,3,0.6443316798728668
2693,human,4,0.3885365003610218
2693,gmm,8,0.10645946299859359
2693,dbscan,2,0.31781281284144763
2694,human,3,0.3446891075308895
2694,gmm,8,0.41181654415281255
2694,dbscan,1,
2695,human,3,0.3665458969190514
2695,gmm,8,0.21240622087334698
2695,dbscan,1,
2696,human,9,0.33280172362268134
2696,gmm,7,0.5473991894604074
2696,dbscan,7,0.48655127480442195
2697,human,4,0.6242746886056378
2697,gmm,8,0.3674288906039226
2697,dbscan,5,0.48712800898114705
2698,human,4,0.3599283211940484
2698,gmm,8,0.33216596406146603
2698,dbscan,2,0.1676087672262985
2699,human,3,0.6714643707196752
2699,gmm,8,0.25537479528681467
2699,dbscan,4,0.5168514391285018
2700,human,4,0.4952022395423347
2700,gmm,7,0.42048053002816743
2700,dbscan,2,0.3468107680518694
2701,human,4,0.6976565449294931
2701,gmm,8,0.27378580651216583
2701,dbscan,4,0.6976565449294931
2702,human,5,0.35355037099179454
2702,gmm,8,0.2268396540761116
2702,dbscan,1,
2703,human,4,0.4166627738220486
2703,gmm,8,0.2541787464769895
2703,dbscan,3,0.5983035144857154
2704,human,5,0.5227753082793966
2704,gmm,8,0.47409783625815766
2704,dbscan,5,0.4153336740669677
2705,human,4,0.40934268891162495
2705,gmm,8,0.46909417482119736
2705,dbscan,5,0.35964300447429615
2706,human,4,0.5032583734630599
2706,gmm,8,0.36901405786813773
2706,dbscan,5,0.3761462634265349
2707,human,4,0.5925424728757434
2707,gmm,8,0.315785373329594
2707,dbscan,4,0.5925424728757434
2708,human,4,0.06715679015891624
2708,gmm,8,0.2800594536364459
2708,dbscan,2,0.028907271545995452
2709,human,5,0.5316762476864164
2709,gmm,8,0.4629110079924554
2709,dbscan,4,0.6376286111759258
2710,human,3,0.2845361197692137
2710,gmm,8,0.1764587343188977
2710,dbscan,1,
2711,human,5,0.5644473254996385
2711,gmm,8,0.36641621587983275
2711,dbscan,4,0.3793660171080533
2712,human,5,0.48270450189326825
2712,gmm,8,0.4497582449614434
2712,dbscan,6,0.40489335189054154
2713,human,4,0.6504320820571919
2713,gmm,8,0.3618331591602254
2713,dbscan,4,0.6361145763694069
2714,human,6,0.5017477031134482
2714,gmm,8,0.4854280401923078
2714,dbscan,5,0.41192148521366845
2715,human,6,0.35960087554839815
2715,gmm,8,0.34681609569205735
2715,dbscan,1,
2716,human,8,0.3844204601125011
2716,gmm,1,
2716,dbscan,5,0.3127332228622638
2717,human,7,0.3984535036378662
2717,gmm,1,
2717,dbscan,8,0.5301665326556435
2718,human,5,0.3801152143519329
2718,gmm,1,
2718,dbscan,8,0.41936541024204904
2719,human,6,0.3875103803040498
2719,gmm,1,
2719,dbscan,5,0.25001774478351807
2720,human,4,0.36032069205711087
2720,gmm,1,
2720,dbscan,3,0.28514417814493426
2721,human,4,0.23729264234823116
2721,gmm,8,0.42427543967368275
2721,dbscan,5,0.3237586808878782
2722,human,4,0.27343960101626347
2722,gmm,1,
2722,dbscan,4,0.31217425023605666
2723,human,4,0.3824684233594449
2723,gmm,1,
2723,dbscan,5,0.19469245700237778
2724,human,4,0.506147321123074
2724,gmm,2,0.4672775860865151
2724,dbscan,10,0.3827624031689932
2725,human,6,0.2978805275997685
2725,gmm,1,
2725,dbscan,13,0.4411574452742846
2726,human,5,0.3250157445528268
2726,gmm,1,
2726,dbscan,4,0.2494233727840936
2727,human,5,0.4799158015887512
2727,gmm,3,0.483838592824444
2727,dbscan,10,0.47255255287704134
2728,human,5,0.4329274057725755
2728,gmm,1,
2728,dbscan,10,0.5050324528639097
2729,human,4,0.31888763532218306
2729,gmm,8,0.47711887022021243
2729,dbscan,3,0.2151765223733977
2730,human,6,0.3021294259217149
2730,gmm,7,0.41383916988116054
2730,dbscan,7,0.2968799907871945
2731,human,4,0.3315867236025359
2731,gmm,1,
2731,dbscan,2,0.12888205544791959
2732,human,6,0.4201270040413528
2732,gmm,1,
2732,dbscan,7,0.15553712996968883
2733,human,5,0.34719517792120147
2733,gmm,1,
2733,dbscan,6,0.2007451274969363
2734,human,5,0.1801997796596663
2734,gmm,1,
2734,dbscan,7,0.25614991394562686
2735,human,5,0.3499958092308993
2735,gmm,1,
2735,dbscan,9,0.4302236704918843
2736,human,6,0.35019369553354823
2736,gmm,1,
2736,dbscan,1,
2737,human,10,0.45172193689250273
2737,gmm,1,
2737,dbscan,12,0.5132316011450816
2738,human,5,0.2821592685573817
2738,gmm,2,0.5084190736730574
2738,dbscan,10,0.3122080105465206
2739,human,6,0.36426765655707216
2739,gmm,1,
2739,dbscan,11,0.5103020154481417
2740,human,6,0.24448876201616984
2740,gmm,2,0.45687190864576444
2740,dbscan,10,0.33775231955228074
2741,human,7,0.322559221324344
2741,gmm,8,0.4252183365256392
2741,dbscan,7,0.28272031657392455
2742,human,4,0.4525297924490171
2742,gmm,8,0.311294944133682
2742,dbscan,4,0.3332529741431673
2743,human,3,0.6443316798728668
2743,gmm,8,0.3224844024675161
2743,dbscan,3,0.6443316798728668
2744,human,6,0.5074836670175961
2744,gmm,3,0.483838592824444
2744,dbscan,10,0.47255255287704134
2745,human,3,0.2790027145561697
2745,gmm,8,0.2268396540761116
2745,dbscan,1,
2746,human,8,0.3802797634339161
2746,gmm,1,
2746,dbscan,11,0.5103020154481417
2747,human,6,0.32560826445144314
2747,gmm,1,
2747,dbscan,5,0.3127332228622638
2748,human,4,0.3261421627311554
2748,gmm,1,
2748,dbscan,1,
2749,human,3,0.3469090574355346
2749,gmm,8,0.21240622087334698
2749,dbscan,1,
2750,human,4,0.6242746886056378
2750,gmm,8,0.3674288906039226
2750,dbscan,5,0.48712800898114705
2751,human,4,0.4952022395423347
2751,gmm,7,0.42048053002816743
2751,dbscan,2,0.3468107680518694
2752,human,3,0.2845361197692137
2752,gmm,8,0.1764587343188977
2752,dbscan,1,
2753,human,7,0.13172514945433636
2753,gmm,7,0.41383916988116054
2753,dbscan,7,0.2968799907871945
2754,human,3,0.5339014193383897
2754,gmm,8,0.27378580651216583
2754,dbscan,4,0.6976565449294931
2755,human,4,0.4671815983428904
2755,gmm,8,0.36901405786813773
2755,dbscan,5,0.3761462634265349
2756,human,5,0.4921355723474353
2756,gmm,8,0.48103562380359066
2756,dbscan,8,0.5601012928261464
2757,human,4,0.33613773136036973
2757,gmm,1,
2757,dbscan,5,0.19469245700237778
2758,human,4,0.4036573028763533
2758,gmm,8,0.2541787464769895
2758,dbscan,3,0.5983035144857154
2759,human,4,0.52956927248211
2759,gmm,8,0.4629110079924554
2759,dbscan,4,0.6376286111759258
2760,human,3,0.40459694183346523
2760,gmm,8,0.46909417482119736
2760,dbscan,5,0.35964300447429615
2761,human,4,0.3143267418387882
2761,gmm,1,
2761,dbscan,5,0.25001774478351807
2762,human,3,0.6033139659419982
2762,gmm,8,0.315785373329594
2762,dbscan,4,0.5925424728757434
2763,human,4,0.13190253525801268
2763,gmm,1,
2763,dbscan,8,0.41936541024204904
2764,human,5,0.34845645986853385
2764,gmm,2,0.4672775860865151
2764,dbscan,10,0.3827624031689932
2765,human,3,0.404520947559048
2765,gmm,2,0.45687190864576444
2765,dbscan,10,0.33775231955228074
2766,human,4,0.3871111837785862
2766,gmm,8,0.47409783625815766
2766,dbscan,5,0.4153336740669677
2767,human,4,0.6361145763694069
2767,gmm,8,0.3618331591602254
2767,dbscan,4,0.6361145763694069
2768,human,3,0.35316654236761624
2768,gmm,1,
2768,dbscan,3,0.28514417814493426
2769,human,2,0.6084622564107512
2769,gmm,8,0.4854280401923078
2769,dbscan,5,0.41192148521366845
2770,human,3,0.3296955925257135
2770,gmm,8,0.41181654415281255
2770,dbscan,1,
2771,human,4,0.413430812473545
2771,gmm,8,0.3892827778810225
2771,dbscan,6,0.3749837386128673
2772,human,2,0.29332125685123217
2772,gmm,8,0.391142968296422
2772,dbscan,3,0.11787876231126716
2773,human,5,0.40007513175076165
2773,gmm,8,0.4497582449614434
2773,dbscan,6,0.40489335189054154
2774,human,4,0.31672815187621267
2774,gmm,8,0.10645946299859359
2774,dbscan,2,0.31781281284144763
2775,human,4,0.14533527971489
2775,gmm,1,
2775,dbscan,8,0.5301665326556435
2776,human,3,0.40986640346136943
2776,gmm,8,0.36641621587983275
2776,dbscan,4,0.3793660171080533
2777,human,5,0.378424042416205
2777,gmm,1,
2777,dbscan,7,0.15553712996968883
2778,human,4,0.2992570747420366
2778,gmm,1,
2778,dbscan,4,0.2494233727840936
2779,human,4,0.32521049641680216
2779,gmm,1,
2779,dbscan,2,0.12888205544791959
2780,human,5,0.3458173249599271
2780,gmm,8,0.34681609569205735
2780,dbscan,1,
2781,human,3,0.6714643707196752
2781,gmm,8,0.25537479528681467
2781,dbscan,4,0.5168514391285018
2782,human,6,0.5398348308906838
2782,gmm,7,0.5473991894604074
2782,dbscan,7,0.48655127480442195
2783,human,4,0.4525297924490171
2783,gmm,8,0.311294944133682
2783,dbscan,4,0.3332529741431673
2784,human,4,0.39948671862538565
2784,gmm,1,
2784,dbscan,4,0.31217425023605666
2785,human,3,0.27462913599746697
2785,gmm,1,
2785,dbscan,12,0.5132316011450816
2786,human,4,0.06715679015891624
2786,gmm,8,0.2800594536364459
2786,dbscan,2,0.028907271545995452
2787,human,5,0.4349147422958039
2787,gmm,8,0.47711887022021243
2787,dbscan,3,0.2151765223733977
2788,human,5,0.23493752350334082
2788,gmm,1,
2788,dbscan,7,0.25614991394562686
2789,human,5,0.2732144205581145
2789,gmm,1,
2789,dbscan,6,0.2007451274969363
2790,human,4,0.30988641505266523
2790,gmm,8,0.42427543967368275
2790,dbscan,5,0.3237586808878782
2791,human,4,0.47273956086624
2791,gmm,1,
2791,dbscan,10,0.5050324528639097
2792,human,4,0.3599283211940484
2792,gmm,8,0.33216596406146603
2792,dbscan,2,0.1676087672262985
2793,human,3,0.48073801233991187
2793,gmm,1,
2793,dbscan,9,0.4302236704918843
2794,human,3,0.3947832799279571
2794,gmm,2,0.5084190736730574
2794,dbscan,10,0.3122080105465206
2795,human,6,0.1926087662756984
2795,gmm,7,0.35998962890167857
2795,dbscan,2,0.14134003761741115
2796,human,6,0.3039285497087272
2796,gmm,8,0.4252183365256392
2796,dbscan,7,0.28272031657392455
2797,human,3,0.5934788336231392
2797,gmm,8,0.33779716799515996
2797,dbscan,5,0.4706866209886451
2798,human,6,0.21109373151298846
2798,gmm,1,
2798,dbscan,13,0.4411574452742846
2799,human,5,0.24252001600932793
2799,gmm,8,0.4497582449614434
2799,dbscan,6,0.40489335189054154
2800,human,3,0.5033854512588865
2800,gmm,8,0.4854280401923078
2800,dbscan,5,0.41192148521366845
2801,human,6,0.34505962053751993
2801,gmm,7,0.35998962890167857
2801,dbscan,2,0.14134003761741115
2802,human,6,0.11531008706940751
2802,gmm,8,0.2268396540761116
2802,dbscan,1,
2803,human,3,0.22141883979412716
2803,gmm,8,0.41181654415281255
2803,dbscan,1,
2804,human,3,0.42901793638166874
2804,gmm,8,0.3618331591602254
2804,dbscan,4,0.6361145763694069
2805,human,4,0.35804901108243714
2805,gmm,8,0.48103562380359066
2805,dbscan,8,0.5601012928261464
2806,human,4,0.4314800358507435
2806,gmm,7,0.5473991894604074
2806,dbscan,7,0.48655127480442195
2807,human,3,0.24733721157988833
2807,gmm,8,0.25537479528681467
2807,dbscan,4,0.5168514391285018
2808,human,3,0.369216304194249
2808,gmm,8,0.36641621587983275
2808,dbscan,4,0.3793660171080533
2809,human,4,0.1981261186411052
2809,gmm,8,0.391142968296422
2809,dbscan,3,0.11787876231126716
2810,human,3,0.3914076127346571
2810,gmm,8,0.27378580651216583
2810,dbscan,4,0.6976565449294931
2811,human,4,0.4622232956480188
2811,gmm,8,0.36901405786813773
2811,dbscan,5,0.3761462634265349
2812,human,3,0.297527039579024
2812,gmm,8,0.21240622087334698
2812,dbscan,1,
2813,human,5,0.14929539665627345
2813,gmm,8,0.47409783625815766
2813,dbscan,5,0.4153336740669677
2814,human,4,0.3732348184786717
2814,gmm,8,0.10645946299859359
2814,dbscan,2,0.31781281284144763
2815,human,6,0.29376182834491943
2815,gmm,8,0.3224844024675161
2815,dbscan,3,0.6443316798728668
2816,human,4,0.42344695053695675
2816,gmm,8,0.3674288906039226
2816,dbscan,5,0.48712800898114705
2817,human,7,-0.12907339129852244
2817,gmm,7,0.42048053002816743
2817,dbscan,2,0.3468107680518694
2818,human,3,0.1275594337092917
2818,gmm,8,0.1764587343188977
2818,dbscan,1,
2819,human,2,0.554004737709732
2819,gmm,8,0.315785373329594
2819,dbscan,4,0.5925424728757434
2820,human,5,-0.33750233262541235
2820,gmm,8,0.2800594536364459
2820,dbscan,2,0.028907271545995452
2821,human,6,0.211336141309775
2821,gmm,8,0.2541787464769895
2821,dbscan,3,0.5983035144857154
2822,human,3,0.2884557919275407
2822,gmm,8,0.46909417482119736
2822,dbscan,5,0.35964300447429615
2823,human,4,0.4090524776033913
2823,gmm,8,0.4629110079924554
2823,dbscan,4,0.6376286111759258
2824,human,5,0.013105663218913294
2824,gmm,8,0.3892827778810225
2824,dbscan,6,0.3749837386128673
2825,human,5,0.37395499772750285
2825,gmm,8,0.33779716799515996
2825,dbscan,5,0.4706866209886451
2826,human,3,0.24065566388909598
2826,gmm,8,0.33216596406146603
2826,dbscan,2,0.1676087672262985
2827,human,8,-0.09053258089227133
2827,gmm,2,0.4672775860865151
2827,dbscan,10,0.3827624031689932
2828,human,4,0.02150479177482005
2828,gmm,8,0.34681609569205735
2828,dbscan,1,
2829,human,3,0.30387666141873865
2829,gmm,1,
2829,dbscan,7,0.25614991394562686
2830,human,5,-0.10472309355748134
2830,gmm,1,
2830,dbscan,9,0.4302236704918843
2831,human,2,0.2963146775147643
2831,gmm,1,
2831,dbscan,2,0.12888205544791959
2832,human,5,0.2378724367666809
2832,gmm,1,
2832,dbscan,5,0.25001774478351807
2833,human,3,0.43387130258720935
2833,gmm,1,
2833,dbscan,8,0.5301665326556435
2834,human,3,0.2907744713054944
2834,gmm,1,
2834,dbscan,4,0.31217425023605666
2835,human,3,0.34156081174317665
2835,gmm,1,
2835,dbscan,5,0.3127332228622638
2836,human,3,0.2963734915464091
2836,gmm,7,0.41383916988116054
2836,dbscan,7,0.2968799907871945
2837,human,4,0.21581551675310573
2837,gmm,1,
2837,dbscan,4,0.2494233727840936
2838,human,3,0.3306909663528856
2838,gmm,1,
2838,dbscan,1,
2839,human,3,0.31807594122214544
2839,gmm,1,
2839,dbscan,11,0.5103020154481417
2840,human,3,0.22990692859041043
2840,gmm,2,0.5084190736730574
2840,dbscan,10,0.3122080105465206
2841,human,3,0.20486091858956124
2841,gmm,1,
2841,dbscan,8,0.41936541024204904
2842,human,2,0.2530454527549181
2842,gmm,1,
2842,dbscan,13,0.4411574452742846
2843,human,3,0.16643580582144463
2843,gmm,8,0.4252183365256392
2843,dbscan,7,0.28272031657392455
2844,human,2,0.3204867858623986
2844,gmm,1,
2844,dbscan,6,0.2007451274969363
2845,human,2,0.5031339924382655
2845,gmm,1,
2845,dbscan,5,0.19469245700237778
2846,human,2,0.32983318812707224
2846,gmm,1,
2846,dbscan,10,0.5050324528639097
2847,human,3,0.11668868948080124
2847,gmm,2,0.45687190864576444
2847,dbscan,10,0.33775231955228074
2848,human,5,0.10710558561389909
2848,gmm,1,
2848,dbscan,3,0.28514417814493426
2849,human,3,0.2690719786907238
2849,gmm,1,
2849,dbscan,7,0.15553712996968883
2850,human,3,0.22502031951944565
2850,gmm,3,0.483838592824444
2850,dbscan,10,0.47255255287704134
2851,human,2,0.4801544102034033
2851,gmm,8,0.311294944133682
2851,dbscan,4,0.3332529741431673
2852,human,4,0.1142664672508821
2852,gmm,8,0.42427543967368275
2852,dbscan,5,0.3237586808878782
2853,human,7,-0.02496146643733323
2853,gmm,1,
2853,dbscan,12,0.5132316011450816
2854,human,3,0.39662499482635893
2854,gmm,8,0.47711887022021243
2854,dbscan,3,0.2151765223733977
2855,human,2,0.6084622564107512
2855,gmm,8,0.4854280401923078
2855,dbscan,5,0.41192148521366845
2856,human,2,0.5465788814972941
2856,gmm,1,
2856,dbscan,5,0.19469245700237778
2857,human,2,0.4994931121380126
2857,gmm,8,0.3224844024675161
2857,dbscan,3,0.6443316798728668
2858,human,2,0.5048096952100042
2858,gmm,8,0.4629110079924554
2858,dbscan,4,0.6376286111759258
2859,human,2,0.3097179064745697
2859,gmm,8,0.2268396540761116
2859,dbscan,1,
2860,human,2,0.4496362934460837
2860,gmm,8,0.41181654415281255
2860,dbscan,1,
2861,human,2,0.32718236610378615
2861,gmm,1,
2861,dbscan,5,0.3127332228622638
2862,human,2,0.3626095371962868
2862,gmm,8,0.1764587343188977
2862,dbscan,1,
2863,human,3,0.3240307908236783
2863,gmm,1,
2863,dbscan,5,0.25001774478351807
2864,human,2,0.3962562325626505
2864,gmm,2,0.45687190864576444
2864,dbscan,10,0.33775231955228074
2865,human,2,0.1352868700287575
2865,gmm,8,0.48103562380359066
2865,dbscan,8,0.5601012928261464
2866,human,2,0.22926482367375037
2866,gmm,8,0.21240622087334698
2866,dbscan,1,
2867,human,5,0.32170524607950346
2867,gmm,8,0.3674288906039226
2867,dbscan,5,0.48712800898114705
2868,human,2,0.31786652150923556
2868,gmm,1,
2868,dbscan,8,0.41936541024204904
2869,human,2,0.1620851180888359
2869,gmm,7,0.42048053002816743
2869,dbscan,2,0.3468107680518694
2870,human,5,-0.009760933587475108
2870,gmm,8,0.46909417482119736
2870,dbscan,5,0.35964300447429615
2871,human,4,0.37150579941758444
2871,gmm,8,0.3618331591602254
2871,dbscan,4,0.6361145763694069
2872,human,6,-0.10866226336198026
2872,gmm,1,
2872,dbscan,3,0.28514417814493426
2873,human,4,0.017530221474016953
2873,gmm,1,
2873,dbscan,11,0.5103020154481417
2874,human,3,0.4692810036898607
2874,gmm,8,0.2541787464769895
2874,dbscan,3,0.5983035144857154
2875,human,4,0.08901780561285833
2875,gmm,1,
2875,dbscan,1,
2876,human,2,0.4105423706365829
2876,gmm,3,0.483838592824444
2876,dbscan,10,0.47255255287704134
2877,human,2,0.5249162157890817
2877,gmm,8,0.27378580651216583
2877,dbscan,4,0.6976565449294931
2878,human,2,0.554004737709732
2878,gmm,8,0.315785373329594
2878,dbscan,4,0.5925424728757434
2879,human,2,0.36055768626413154
2879,gmm,8,0.47409783625815766
2879,dbscan,5,0.4153336740669677
2880,human,3,0.42848332101876957
2880,gmm,8,0.36901405786813773
2880,dbscan,5,0.3761462634265349
2881,human,2,0.40688148269391766
2881,gmm,7,0.41383916988116054
2881,dbscan,7,0.2968799907871945
2882,human,4,-0.005746436635530346
2882,gmm,2,0.4672775860865151
2882,dbscan,10,0.3827624031689932
2883,human,4,0.07023342596247553
2883,gmm,1,
2883,dbscan,6,0.2007451274969363
2884,human,5,0.197819189802685
2884,gmm,1,
2884,dbscan,8,0.5301665326556435
2885,human,3,0.04537973709608293
2885,gmm,1,
2885,dbscan,9,0.4302236704918843
2886,human,2,0.4074129762387296
2886,gmm,8,0.34681609569205735
2886,dbscan,1,
2887,human,3,0.14395651168095416
2887,gmm,1,
2887,dbscan,2,0.12888205544791959
2888,human,3,0.3361044325405872
2888,gmm,1,
2888,dbscan,7,0.15553712996968883
2889,human,2,0.4172032236757973
2889,gmm,1,
2889,dbscan,4,0.31217425023605666
2890,human,2,0.3417435289535894
2890,gmm,8,0.4252183365256392
2890,dbscan,7,0.28272031657392455
2891,human,2,0.17193941495034326
2891,gmm,1,
2891,dbscan,13,0.4411574452742846
2892,human,2,0.5239000984623989
2892,gmm,7,0.5473991894604074
2892,dbscan,7,0.48655127480442195
2893,human,2,0.4491558310644367
2893,gmm,1,
2893,dbscan,4,0.2494233727840936
2894,human,2,0.3136041385362279
2894,gmm,8,0.47711887022021243
2894,dbscan,3,0.2151765223733977
2895,human,2,0.3725028626777484
2895,gmm,8,0.42427543967368275
2895,dbscan,5,0.3237586808878782
2896,human,2,0.3628686375296931
2896,gmm,7,0.35998962890167857
2896,dbscan,2,0.14134003761741115
2897,human,2,0.3703330711696791
2897,gmm,1,
2897,dbscan,7,0.25614991394562686
2898,human,2,0.577077725279484
2898,gmm,8,0.36641621587983275
2898,dbscan,4,0.3793660171080533
2899,human,3,0.040638318837486656
2899,gmm,8,0.4497582449614434
2899,dbscan,6,0.40489335189054154
2900,human,2,0.619727795142016
2900,gmm,8,0.25537479528681467
2900,dbscan,4,0.5168514391285018
2901,human,2,0.42589508780269636
2901,gmm,8,0.3892827778810225
2901,dbscan,6,0.3749837386128673
2902,human,3,0.16967149548938373
2902,gmm,8,0.10645946299859359
2902,dbscan,2,0.31781281284144763
2903,human,3,0.20586056169713246
2903,gmm,8,0.391142968296422
2903,dbscan,3,0.11787876231126716
2904,human,3,0.44467511223026324
2904,gmm,8,0.33779716799515996
2904,dbscan,5,0.4706866209886451
2905,human,5,0.21992628399307837
2905,gmm,2,0.5084190736730574
2905,dbscan,10,0.3122080105465206
2906,human,5,0.31527215306099776
2906,gmm,1,
2906,dbscan,10,0.5050324528639097
2907,human,3,0.34358101251730944
2907,gmm,8,0.2800594536364459
2907,dbscan,2,0.028907271545995452
2908,human,8,0.09356735363472841
2908,gmm,1,
2908,dbscan,12,0.5132316011450816
2909,human,2,0.5235421355853522
2909,gmm,8,0.311294944133682
2909,dbscan,4,0.3332529741431673
2910,human,2,0.419438157243558
2910,gmm,8,0.33216596406146603
2910,dbscan,2,0.1676087672262985
2911,human,7,0.5391668565772326
2911,gmm,8,0.36641621587983275
2911,dbscan,4,0.3793660171080533
2912,human,7,0.49395923000772723
2912,gmm,8,0.36901405786813773
2912,dbscan,5,0.3761462634265349
2913,human,5,0.4706866209886451
2913,gmm,8,0.33779716799515996
2913,dbscan,5,0.4706866209886451
2914,human,4,0.6376286111759258
2914,gmm,8,0.4629110079924554
2914,dbscan,4,0.6376286111759258
2915,human,3,0.6443316798728668
2915,gmm,8,0.3224844024675161
2915,dbscan,3,0.6443316798728668
2916,human,4,0.6242746886056378
2916,gmm,8,0.3674288906039226
2916,dbscan,5,0.48712800898114705
2917,human,5,0.5356550990543022
2917,gmm,8,0.315785373329594
2917,dbscan,4,0.5925424728757434
2918,human,9,0.4081655482757047
2918,gmm,8,0.3892827778810225
2918,dbscan,6,0.3749837386128673
2919,human,5,0.6169219662274017
2919,gmm,8,0.3618331591602254
