j,base,sid,rt,n,ari_H,ari_H0,ari_H1,ari_H2,ari_Rgmm,ari_Rdbscan,ari_Rshuffle,ari_gmm_ref,ari_dbscan_ref,single_within,consensus,sil_human,sil_gmm,sil_dbscan,k_human,k_gmm,k_dbscan
2161,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778896496028(6).json,lasso,30,0.5772429177179786,0.7470418689320388,0.5498405772780668,0.4348463069438302,0.43337069461694583,0.7600787918581746,0.16976121818144102,0.5008097296253794,0.39125431530494825,0.5610434831216479,1.0,0.506147321123074,0.467277586086515,0.6895941852145598,4.0,2.0,9.0
2164,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778896496028(6).json,lasso,30,0.5571459634779804,0.5794957170860073,0.6017421329357294,0.4902000404122045,0.35519864475248814,0.6065875076581965,0.2623459343204566,0.0,0.11866467177856743,0.5084036784489616,0.8509338054714718,0.41133379596530856,nan,0.12888205544791959,5.0,1.0,2.0
2171,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778896496028(6).json,lasso,25,0.400332995399767,0.1833479982402112,0.4896305897602074,0.5280203981988824,0.49513836948391926,0.20097272885183257,0.3412470649621706,0.6294866846777305,0.62124248496994,0.4846883854433991,0.709661809774719,0.43894399232297154,0.42427543967368275,0.4647149523205244,5.0,8.0,4.0
2189,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778896496028(6).json,lasso,15,0.27305130182395493,0.308300395256917,0.22481543224577283,0.28603807796917496,0.3069306930693069,0.1653928462243962,0.24202127659574468,0.5843828715365239,0.11955639707871245,0.37441933381684006,0.40052700922266143,0.47784652123221016,0.42048053002816743,0.3468107680518694,5.0,7.0,2.0
2194,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778896496028(6).json,lasso,15,1.0,1.0,1.0,1.0,0.3657331136738057,0.10506174986954255,0.30616740088105726,0.3657331136738057,1.0,0.8062588719139323,1.0,0.6443316798728668,0.3224844024675161,0.6443316798728668,3.0,8.0,3.0
2213,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778896496028(6).json,lasso,30,0.5772429177179786,0.7470418689320388,0.5498405772780668,0.4348463069438302,0.43337069461694583,0.7600787918581746,0.16976121818144102,0.5008097296253794,0.39125431530494825,0.5865664741001377,1.0,0.506147321123074,0.467277586086515,0.6895941852145598,4.0,2.0,9.0
2219,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778896496028(6).json,lasso,35,0.2655489392982296,0.3422174272090359,0.23613263092655717,0.2182967597590957,0.0,0.47692859503899737,0.18359131371548446,0.0,0.8672566371681416,0.48126820371127726,0.8278721721856859,0.33782748718109507,nan,0.37352842568677297,5.0,1.0,3.0
2220,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778896496028(6).json,lasso,10,0.5075775823032381,0.020887728459530023,1.0,0.5018450184501845,0.12903225806451613,-0.0819234194122885,0.048338368580060416,0.05003909304143862,0.0,0.4116093705285231,0.39893143365983974,0.577077725279484,0.36641621587983275,0.9210809893518893,2.0,8.0,3.0
2225,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778896496028(6).json,lasso,25,0.28879622648165354,0.4706475464933901,0.16996690717734497,0.22577422577422573,0.013982825442662817,0.030584380120152917,0.25830445439945904,0.6294866846777305,0.62124248496994,0.5110444814335139,0.709661809774719,0.43894399232297154,0.42427543967368275,0.4647149523205244,5.0,8.0,4.0
2226,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778896496028(6).json,lasso,20,0.42173809625675823,0.3111711933144894,0.5274837393189643,0.4265593561368209,0.18117289166807504,0.42547136250444684,0.016134307205930478,0.40366972477064217,0.0,0.4206803427320082,0.727570667759115,0.3439799049107122,0.41181654415281255,nan,4.0,8.0,1.0
2232,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778896496028(6).json,lasso,30,0.43179934751042154,0.48926258379729576,0.4557178429404987,0.35041761579347,0.38388831078737423,0.5281427021815114,0.3173385713840302,0.0,0.16548321997159732,0.42426145510557517,0.6843959001147651,0.3832318876529933,nan,0.12888205544791959,4.0,1.0,2.0
2239,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778897638396.json,lasso,15,0.21458644967009177,0.17704011065006914,0.2736356648731745,0.1930835734870317,0.14930555555555558,-0.023029229406554472,0.1935483870967742,0.3689320388349514,0.006139677666922489,0.1711642148342624,0.17704011065006914,0.002200335853611342,0.42048053002816743,0.3468107680518694,8.0,7.0,2.0
2244,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778897638396.json,lasso,10,0.12265327712251117,0.08602150537634408,0.14096916299559473,0.14096916299559473,0.22680412371134023,0.004739336492890994,-0.032786885245901634,0.7887323943661971,0.7619047619047619,0.20184949917102366,0.14096916299559473,0.24540866236822464,0.36641621587983275,0.9210809893518893,7.0,8.0,3.0
2262,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778897638396.json,lasso,15,0.36573311367380573,0.3657331136738057,0.3657331136738057,0.3657331136738057,0.14930555555555558,0.0010015022533800665,0.024526198439241934,0.027777777777777776,0.3657331136738057,0.30519262565344396,0.3657331136738057,-0.18179399308180733,0.3224844024675161,0.6443316798728668,9.0,8.0,3.0
2263,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778897638396.json,lasso,20,0.09145526872797423,0.1496767777225261,0.051377033338701895,0.0733119951226947,0.13853904282115867,0.06552871401706929,0.037274315666860805,0.26829268292682923,0.0,0.12836809173035993,0.1983122362869198,-0.05788662543168481,0.41181654415281255,nan,14.0,8.0,1.0
2273,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778897638396.json,lasso,35,0.5825561295957452,0.6446600410159331,0.5515041738856513,0.5515041738856513,0.0,0.6148086850297514,0.037837409958046395,0.0,0.7933884297520661,0.5114438248365166,0.7085254818493555,0.48112843176422176,nan,0.37352842568677297,2.0,1.0,3.0
2279,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778897638396.json,lasso,30,0.6753466811524772,0.6362876254180602,0.6630845193145514,0.7266678987248198,0.21604369299343779,0.5841944817608763,0.030292297756203273,0.0,-0.005031575704677291,0.350359846050386,0.6115774166390284,0.37202160449866095,nan,0.12888205544791959,3.0,1.0,2.0
2281,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778897638396.json,lasso,25,0.2685760717488293,0.3799375344479148,0.2715777899945025,0.15421289080407075,0.1412213740458015,0.34082708853733,0.269394261424017,0.18860698898994735,0.3070917371502928,0.1909133282239888,0.15529713396209135,0.09367048959347478,0.42427543967368275,0.4647149523205244,3.0,8.0,4.0
2290,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778897638396.json,lasso,30,0.4682539340176339,0.5943087211682817,0.4347178905585483,0.3757351903260716,0.22814224253178095,0.48793998845931913,0.20648732518398924,0.6715095563757033,0.25734850617234306,0.46112116261361863,0.6929845198324942,0.48527927599372783,0.467277586086515,0.6895941852145598,3.0,2.0,9.0
2303,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778897638396.json,lasso,30,0.6924750939737608,0.6030116358658453,0.7114427860696517,0.7629708599857854,0.0,0.23909830007390984,0.0022403584573531584,0.6148183709393503,0.273139859266353,0.325748695472587,0.372153788727137,0.2614733338343265,0.467277586086515,0.6895941852145598,4.0,2.0,9.0
2308,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778897638396.json,lasso,15,0.2649892898439377,0.0440060698027314,0.22895876482771607,0.5220030349013657,0.12053115423901939,0.34758049331575974,-0.08956854178044779,0.1201117318435754,-0.09356325764043016,0.08006197609620407,-0.042720629567172555,0.14191727195837034,0.42048053002816743,0.3468107680518694,3.0,7.0,2.0
2316,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778897638396.json,lasso,15,0.940094137783483,0.8202824133504493,1.0,1.0,0.5692307692307693,0.4890510948905109,0.30616740088105726,0.3657331136738057,1.0,0.7791942200841162,1.0,0.6443316798728668,0.3224844024675161,0.6443316798728668,3.0,8.0,3.0
2321,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778897638396.json,lasso,20,0.3308779540209637,0.5313440019251594,0.26074464264336167,0.20054521749437004,0.15929203539823011,0.3422133552399953,0.10538116591928248,0.2966751918158568,0.0,0.4389090109866077,0.7052984241220994,0.3417004555133832,0.41181654415281255,nan,3.0,8.0,1.0
2329,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778897638396.json,lasso,10,0.3892035888264478,0.3697478991596639,0.39893143365983974,0.39893143365983974,0.10215482841181164,1.0,0.09569377990430619,0.05003909304143862,0.0,0.4362153508525938,0.39893143365983974,0.577077725279484,0.36641621587983275,0.9210809893518893,2.0,8.0,3.0
2333,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778897638396.json,lasso,35,0.4031143662510064,0.4573726443099258,0.3759852272215466,0.3759852272215466,0.0,0.43191668446376297,-0.007578975238704621,0.0,0.6153846153846154,0.4802282012283161,0.8516172473129007,0.29925707474203667,nan,0.37352842568677297,4.0,1.0,3.0
2335,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778897638396.json,lasso,25,0.349954624192228,0.2415536658239485,0.3931220498988537,0.4151881568538818,0.5648464163822526,0.21903711870635795,0.22037422037422036,0.6393588601959038,0.4911147011308562,0.4064480416849704,0.455124622778585,0.36561339863083625,0.42427543967368275,0.4647149523205244,6.0,8.0,4.0
2344,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778897638396.json,lasso,30,0.6298781414804991,0.7661692612023738,0.613425524536154,0.5100396387029696,0.14660941896572985,0.398723068146913,0.07019808685346648,0.0,-0.03860628869734129,0.3411336901543945,0.4962197360370597,0.21568386850655977,nan,0.12888205544791959,3.0,1.0,2.0
2365,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778898572443.json,lasso,20,0.3908890007873497,0.48226003781559335,0.3978650061158679,0.29254195843058795,0.09726103968697596,0.2506388179091212,0.11529933481152992,0.2038216560509554,0.0,0.45120200438665387,0.5238890745071834,0.44963629344608363,0.41181654415281255,nan,2.0,8.0,1.0
2368,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778898572443.json,lasso,10,0.3892035888264478,0.3697478991596639,0.39893143365983974,0.39893143365983974,0.10215482841181164,1.0,0.09569377990430619,0.05003909304143862,0.0,0.4595852847516883,0.39893143365983974,0.577077725279484,0.36641621587983275,0.9210809893518893,2.0,8.0,3.0
2376,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778898572443.json,lasso,15,0.7750535586765054,0.7750535586765055,0.7750535586765055,0.7750535586765055,0.3022035676810073,0.20998632010943913,0.2058660763696735,0.3756558237145855,0.7750535586765055,0.6422334496753936,0.7750535586765055,0.1924097436058459,0.3224844024675161,0.6443316798728668,5.0,8.0,3.0
2377,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778898572443.json,lasso,15,0.22279948264944963,0.1570327552986513,0.2076081934390882,0.3037574992106094,-0.02072141212586339,0.7344013490725126,0.07862407862407861,0.0963855421686747,1.0,0.1832913961348898,0.325626204238921,0.3468107680518694,0.42048053002816743,0.3468107680518694,2.0,7.0,2.0
2390,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778898572443.json,lasso,25,0.37528509898271817,0.23626681614349776,0.602177554438861,0.28741092636579574,0.3387815750371471,0.13585493695990938,0.741447891805887,0.29798356982823,0.7553324968632371,0.5597073753380886,0.8187142657927764,0.37166614674872045,0.42427543967368275,0.4647149523205244,3.0,8.0,4.0
2392,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778898572443.json,lasso,30,0.5572664159804064,0.5921790037292444,0.5734493334167866,0.5061709107951883,0.2323450190404442,0.3773209136360808,-0.031460388703052886,0.0,-0.05577948251202714,0.35765589467887904,0.4670003322811098,0.44986082542262196,nan,0.12888205544791959,2.0,1.0,2.0
2404,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778898572443.json,lasso,30,0.5343731111622021,0.7108230421109151,0.504231130865886,0.38806516050980505,0.37853282812597056,0.7219707057256991,0.1435943134247938,0.47237637259427023,0.37600896860986543,0.5684738607417452,0.9632839096305883,0.3562492533655425,0.467277586086515,0.6895941852145598,5.0,2.0,9.0
2406,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778898572443.json,lasso,35,0.4886987046660509,0.6631295709374471,0.4014832715303529,0.4014832715303529,0.0,0.6280899141428437,0.018300083334731595,0.0,0.6204933586337761,0.488737588566298,0.727131618866194,0.44585115502384187,nan,0.37352842568677297,3.0,1.0,3.0
2413,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778898572443.json,lasso,30,0.4468853403599528,0.32474386836386215,0.5355989934165375,0.4803131592994586,0.0,0.4445651878616642,0.24888192962323444,0.5008097296253794,0.39125431530494825,0.5738664171532726,1.0,0.506147321123074,0.467277586086515,0.6895941852145598,4.0,2.0,9.0
2415,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778898572443.json,lasso,15,0.3241533191421833,0.5960720793682932,0.29054054054054057,0.08584733751771613,0.11633663366336634,0.04014308426073133,0.3084522502744237,0.39222042139384117,0.3037574992106094,0.4567957657436042,0.7526501766784452,0.39202535988776116,0.42048053002816743,0.3468107680518694,3.0,7.0,2.0
2424,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778898572443.json,lasso,15,0.940094137783483,0.8202824133504493,1.0,1.0,0.5692307692307693,0.4890510948905109,0.30616740088105726,0.3657331136738057,1.0,0.8134474827963835,1.0,0.6443316798728668,0.3224844024675161,0.6443316798728668,3.0,8.0,3.0
2429,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778898572443.json,lasso,20,0.40889104900671375,0.6689451816110441,0.2453329802727393,0.3123949851363578,0.2890551917680075,0.5922232041408912,0.14667424673109725,0.38144329896907214,0.0,0.4535352012788795,1.0,0.40303283726865474,0.41181654415281255,nan,4.0,8.0,1.0
2441,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778898572443.json,lasso,30,0.43453559230667144,0.5762251070481887,0.38822867590183535,0.3391529939699902,0.23286716154697945,0.6128458058295632,0.22405555201630886,0.0,-0.030861205364356138,0.35540880789204066,0.535290261490276,0.38608846696495924,nan,0.12888205544791959,3.0,1.0,2.0
2443,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778898572443.json,lasso,10,0.3892035888264478,0.3697478991596639,0.39893143365983974,0.39893143365983974,0.10215482841181164,1.0,0.09569377990430619,0.05003909304143862,0.0,0.46545047385959515,0.39893143365983974,0.577077725279484,0.36641621587983275,0.9210809893518893,2.0,8.0,3.0
2453,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778898572443.json,lasso,35,0.44520297868675535,0.644692109853076,0.34545841310359504,0.34545841310359504,0.0,0.6074256238003838,-0.00445719698024903,0.0,0.5689655172413793,0.491393427111684,0.7085598231885789,0.4122621383825505,nan,0.37352842568677297,4.0,1.0,3.0
2458,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778898572443.json,lasso,25,0.39940688569977745,0.24689899586532782,0.6924428822495606,0.2588787789844438,0.2953020134228188,0.23692958597763672,0.5912447257383966,0.3463497453310696,1.0,0.5713486131367278,0.9342297573808828,0.3494101272752574,0.42427543967368275,0.4647149523205244,4.0,8.0,4.0
2467,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778899478018.json,lasso,10,0.5041651896490605,0.13461538461538464,0.3778801843317972,1.0,0.22636103151862463,0.39893143365983974,0.1649484536082474,0.18674698795180722,0.4444444444444445,0.44395088099670177,1.0,0.4223795231533976,0.36641621587983275,0.9210809893518893,3.0,8.0,3.0
2468,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778899478018.json,lasso,15,1.0,1.0,1.0,1.0,0.3657331136738057,0.10506174986954255,0.30616740088105726,0.3657331136738057,1.0,0.7890470341080109,1.0,0.6443316798728668,0.3224844024675161,0.6443316798728668,3.0,8.0,3.0
2483,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778899478018.json,lasso,20,0.20001670351293313,0.18460007463614878,0.19044090403853278,0.22500913186411783,0.19239373601789708,0.14455516868771764,0.22972972972972971,0.34540389972144847,0.0,0.3325109960049485,0.3453387075802887,0.3296955925257135,0.41181654415281255,nan,3.0,8.0,1.0
2490,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778899478018.json,lasso,15,0.2795895312815035,0.14181577203445989,0.344065353195579,0.35288746861447157,0.32605905006418484,0.1530969411048547,0.2609853528628496,0.922279792746114,0.11172284141264939,0.3919162935855167,0.4665341285619616,0.41963343820820326,0.42048053002816743,0.3468107680518694,6.0,7.0,2.0
2493,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778899478018.json,lasso,30,0.4625429375636592,0.5907258064516129,0.43348837209302327,0.3634146341463415,0.43870967741935485,0.6053862508858965,0.156472408457968,0.3579854565041745,0.5365087673383931,0.5267920791305865,0.7878048780487805,0.3660003565316273,0.467277586086515,0.6895941852145598,7.0,2.0,9.0
2498,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778899478018.json,lasso,25,0.4314299081836425,0.6558863025962399,0.41573403554970373,0.22266938640498374,0.6105428796223447,0.5205114544485882,0.3553008595988539,0.48634325315939664,0.4798890429958391,0.43993641674752804,0.4922749358519408,0.43983418339032254,0.42427543967368275,0.4647149523205244,5.0,8.0,4.0
2506,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778899478018.json,lasso,30,0.37541913140081756,0.35893439138444094,0.36774989716166184,0.39957310565635,0.4377901155911532,0.36966451409670814,0.16690691927512352,0.0,0.08407473309608542,0.3769026719373492,0.48007968127490036,0.4578422973493635,nan,0.12888205544791959,6.0,1.0,2.0
2508,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778899478018.json,lasso,35,0.3459863690276283,0.3815048188596435,0.32822714411162063,0.32822714411162063,0.0,0.3665847600045528,0.06695125669730369,0.0,0.7747747747747747,0.4783221470279627,0.7206221769580256,0.3088255281202089,nan,0.37352842568677297,7.0,1.0,3.0
2527,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778899478018.json,lasso,15,0.2760606279033103,0.4839691083547859,0.1551184622261958,0.1890943131289492,0.1888412017167382,0.2959320518551632,0.30155210643015523,0.8210023866348448,0.13556531284302964,0.44522261319547035,0.5442708333333334,0.5114511296177255,0.42048053002816743,0.3468107680518694,5.0,7.0,2.0
2536,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778899478018.json,lasso,30,0.29671850098696134,0.26825040128410915,0.31095255083838746,0.31095255083838746,0.0,0.36435166599759133,0.1347027027027027,0.2475675675675676,0.6024512884978002,0.4553926214509677,0.5889763779527559,0.41956501260147,0.467277586086515,0.6895941852145598,9.0,2.0,9.0
2542,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778899478018.json,lasso,15,0.8183782365830797,0.695244474212994,0.8799451177681226,0.8799451177681226,0.5531914893617021,0.45278298936835526,0.2849254555494202,0.4434050514499532,0.8799451177681226,0.7596833565386327,0.8799451177681226,0.5267091713730466,0.3224844024675161,0.6443316798728668,4.0,8.0,3.0
2543,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778899478018.json,lasso,20,0.2577531437869747,0.484029484029484,0.14841849148418496,0.14081145584725535,0.20634920634920634,0.34426229508196715,0.06451612903225806,0.3808049535603716,0.0,0.4040213808530859,0.7127937336814623,0.29755800232488555,0.41181654415281255,nan,5.0,8.0,1.0
2556,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778899478018.json,lasso,10,0.3892035888264478,0.3697478991596639,0.39893143365983974,0.39893143365983974,0.10215482841181164,1.0,0.09569377990430619,0.05003909304143862,0.0,0.4289389285836834,0.39893143365983974,0.577077725279484,0.36641621587983275,0.9210809893518893,2.0,8.0,3.0
2566,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778899478018.json,lasso,30,0.6348252505029591,0.4215145800087045,0.7407090654641579,0.7422521060360151,0.35114082094911886,0.5956779365632625,0.35077395420237945,0.0,0.06892123287671231,0.42012012230643003,0.7935165019266209,0.27235448278799407,nan,0.12888205544791959,5.0,1.0,2.0
2567,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778899478018.json,lasso,35,0.25680876477327386,0.29271223857980744,0.23885702787000704,0.23885702787000704,0.0,0.2693977787991247,0.0068069977671312825,0.0,0.7219413549039434,0.44856705657836454,0.6338362491631219,0.20069448443935126,nan,0.37352842568677297,11.0,1.0,3.0
2574,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778899478018.json,lasso,25,0.3837301947435601,0.22431624913812914,0.40997977073499664,0.5168945643575545,0.5392491467576792,0.27416391032708565,0.2983367983367983,0.692787177203918,0.5873223823440492,0.4569941469211721,0.5724823963339667,0.3297369479454769,0.42427543967368275,0.4647149523205244,7.0,8.0,4.0
2575,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778899494861.json,lasso,20,0.5159902081482718,0.7826915745329776,0.35366007307546937,0.41161897683636817,0.24662965900079303,0.7454013887196979,0.32411067193675885,0.23303834808259588,0.0,0.3193973034830568,0.6180136710896663,0.24858777639112875,0.41181654415281255,nan,5.0,8.0,1.0
2581,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778899494861.json,lasso,10,0.3892035888264478,0.3697478991596639,0.39893143365983974,0.39893143365983974,0.10215482841181164,1.0,0.09569377990430619,0.05003909304143862,0.0,0.4868633733243769,0.39893143365983974,0.577077725279484,0.36641621587983275,0.9210809893518893,2.0,8.0,3.0
2596,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778899494861.json,lasso,15,0.22279948264944963,0.1570327552986513,0.2076081934390882,0.3037574992106094,-0.02072141212586339,0.7344013490725126,0.07862407862407861,0.0963855421686747,1.0,0.27795642124138004,0.325626204238921,0.3468107680518694,0.42048053002816743,0.3468107680518694,2.0,7.0,2.0
2601,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778899494861.json,lasso,15,0.6145374449339207,0.6145374449339207,0.6145374449339207,0.6145374449339207,0.18060200668896323,-0.006511123168746586,-0.0675381263616558,0.18060200668896323,0.6145374449339207,0.499044306179292,0.6145374449339207,0.4994931121380126,0.3224844024675161,0.6443316798728668,2.0,8.0,3.0
2603,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778899494861.json,lasso,35,0.5842589649446489,0.7373068432671082,0.5077350257834192,0.5077350257834192,0.0,0.7068218503100842,0.07283197831978326,0.0,0.6863468634686347,0.4521151355567526,0.6125314986268015,0.46685692499027637,nan,0.37352842568677297,2.0,1.0,3.0
2620,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778899494861.json,lasso,30,0.5384721589642306,0.4688862668650285,0.5926840561815095,0.5538461538461539,0.21163914619412,0.39377447739179083,-0.0192970365265334,0.0,-0.07012856904324594,0.32836828457290435,0.4811662164228554,0.46217727002692105,nan,0.12888205544791959,2.0,1.0,2.0
2624,e8770f4c-e648-4512-9529-b68de18f7703,exp1/clustering_data_1_1778899494861.json,lasso,30,0.13068704120263025,0.09549349967935636,0.21120520441926977,0.08536241950926464,0.1531421709544776,0.10918660287081335,0.18250544569256386,0.13772850745172896,0.10960964994761302,0.12103484327430138,0.05269679163459552,0.398033683510226,0.467277586086515,0.6895941852145598,2.0,2.0,9.0
2626,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778899494861.json,lasso,25,0.124705160240504,0.07324698526127738,0.11804613297150608,0.18282236248872857,0.0831758034026465,0.14183937823834197,0.2225859247135842,0.07182835820895521,0.2657342657342657,0.17358393217396814,0.257032667876588,0.3754756004341923,0.42427543967368275,0.4647149523205244,2.0,8.0,4.0
2637,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp1/clustering_data_1_1778899494861.json,lasso,15,0.037297738833548304,0.012539184952978013,0.08100223099365023,0.018351800554016685,0.12667946257197696,0.04291682491454613,-0.05527638190954767,0.19977298524404088,-0.12011062821019346,0.1523539999062642,0.012539184952978013,0.3381532008833681,0.42048053002816743,0.3468107680518694,2.0,7.0,2.0
2654,f54baffc-bc26-4c4d-b940-824d08daf230,exp1/clustering_data_1_1778899494861.json,lasso,15,0.5516014234875445,0.5516014234875445,0.5516014234875445,0.5516014234875445,0.15706806282722513,0.36827711941659075,0.16304347826086954,0.15706806282722513,0.5516014234875445,0.46785526996843213,0.5516014234875445,0.5815925138281203,0.3224844024675161,0.6443316798728668,2.0,8.0,3.0
2660,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp1/clustering_data_1_1778899494861.json,lasso,20,0.11000099548833113,-0.0794349472822192,0.1369671558350804,0.2724707779121322,0.0605383093989165,-0.10755172775968916,0.028760813391753823,0.10684474123539232,0.0,0.15998197769446187,0.1909865084680892,0.33330445738440134,0.41181654415281255,nan,2.0,8.0,1.0
2664,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp1/clustering_data_1_1778899494861.json,lasso,30,0.05264346297575052,0.08178773465424562,-0.010984945502148645,0.08712759977515458,0.10249685270667228,0.032200942599504206,-0.02969056264258874,0.0,-0.1028612821441505,0.04788591701496739,0.000494328948452475,0.2599774579468599,nan,0.12888205544791959,2.0,1.0,2.0
2673,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp1/clustering_data_1_1778899494861.json,lasso,25,0.025133799368747795,0.005278116118554568,0.04268675455116131,0.027436527436527504,0.28160919540229895,-0.041666666666666075,0.08854166666666673,0.006488240064882377,0.0,0.056174595241233756,0.06586447118429381,0.15859993640296607,0.42427543967368275,0.4647149523205244,2.0,8.0,4.0
2674,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp1/clustering_data_1_1778899494861.json,lasso,10,0.22016962573976828,-0.041666666666666644,0.5161290322580645,0.186046511627907,0.0,-0.08695652173913038,0.2592592592592593,0.022988505747126433,0.0,0.20096595326124905,0.1304347826086957,0.3902989057701523,0.36641621587983275,0.9210809893518893,2.0,8.0,3.0
2680,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp1/clustering_data_1_1778899494861.json,lasso,35,0.25203762387735934,0.1353081228162395,0.24756472461943033,0.37324002419640806,0.0,0.10047262919452134,-0.019501747266373652,0.0,0.25699300699300703,0.24368223650986884,0.2976975496136353,0.4139666976849232,nan,0.37352842568677297,2.0,1.0,3.0
