source,k_mean,silhouette,ch_pct
人类,3.867071320182094,0.36853018562039486,0.7945767590527185
GMM,5.3647951441578146,0.40194327418848236,0.743363592022545
DBSCAN,3.3520485584218513,0.5070507028887407,0.7894311505388895
