sid,base_uuid,exp,n_points,K,visibility,format,group,K_state,stop
exp2_P022,b3697dbc-04ee-4762-a98d-5773cf0c7e84,exp2,10,4,funnel,lasso,clustered,4,1
exp2_P022,fbb6c70e-fe6e-4634-8737-975d829a36cc,exp2,25,7,funnel,lasso,disperse,2,0
exp2_P022,fbb6c70e-fe6e-4634-8737-975d829a36cc,exp2,25,7,funnel,lasso,disperse,3,0
exp2_P022,fbb6c70e-fe6e-4634-8737-975d829a36cc,exp2,25,7,funnel,lasso,disperse,4,0
exp2_P022,fbb6c70e-fe6e-4634-8737-975d829a36cc,exp2,25,7,funnel,lasso,disperse,5,0
exp2_P022,fbb6c70e-fe6e-4634-8737-975d829a36cc,exp2,25,7,funnel,lasso,disperse,6,0
exp2_P022,fbb6c70e-fe6e-4634-8737-975d829a36cc,exp2,25,7,funnel,lasso,disperse,7,1
exp2_P022,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,8,funnel,lasso,disperse,2,0
exp2_P022,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,8,funnel,lasso,disperse,3,0
exp2_P022,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,8,funnel,lasso,disperse,4,0
exp2_P022,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,8,funnel,lasso,disperse,5,0
exp2_P022,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,8,funnel,lasso,disperse,6,0
exp2_P022,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,8,funnel,lasso,disperse,7,0
exp2_P022,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,8,funnel,lasso,disperse,8,1
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,2,0
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,3,0
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,4,0
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,5,0
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,6,0
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,7,0
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,8,0
exp2_P022,5c9ae3ec-4b16-4a2a-add3-bc06d78c9e14,exp2,35,9,funnel,lasso,disperse,9,1
exp2_P023,2bb1495b-1ef6-4943-bb48-662371f50b30,exp2,25,4,funnel,lasso,clustered,2,0
exp2_P023,2bb1495b-1ef6-4943-bb48-662371f50b30,exp2,25,4,funnel,lasso,clustered,3,0
exp2_P023,2bb1495b-1ef6-4943-bb48-662371f50b30,exp2,25,4,funnel,lasso,clustered,4,1
exp2_P023,3c4d6c38-877b-41d2-b2b5-d2f74ef0970b,exp2,15,4,funnel,lasso,clustered,2,0
exp2_P023,3c4d6c38-877b-41d2-b2b5-d2f74ef0970b,exp2,15,4,funnel,lasso,clustered,3,0
exp2_P023,3c4d6c38-877b-41d2-b2b5-d2f74ef0970b,exp2,15,4,funnel,lasso,clustered,4,1
exp2_P023,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,4,funnel,lasso,clustered,2,0
exp2_P023,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,4,funnel,lasso,clustered,3,0
exp2_P023,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,4,funnel,lasso,clustered,4,1
exp2_P023,339f68e4-98bf-4d4a-81c7-06fa958f307e,exp2,20,5,funnel,lasso,clustered,2,0
exp2_P023,339f68e4-98bf-4d4a-81c7-06fa958f307e,exp2,20,5,funnel,lasso,clustered,3,0
exp2_P023,339f68e4-98bf-4d4a-81c7-06fa958f307e,exp2,20,5,funnel,lasso,clustered,4,0
exp2_P023,339f68e4-98bf-4d4a-81c7-06fa958f307e,exp2,20,5,funnel,lasso,clustered,5,1
exp2_P023,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,2,0
exp2_P023,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,3,0
exp2_P023,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,4,1
exp2_P023,d26cc3de-4659-421d-a01c-1b05a01a5457,exp2,15,6,funnel,lasso,disperse,2,0
exp2_P023,d26cc3de-4659-421d-a01c-1b05a01a5457,exp2,15,6,funnel,lasso,disperse,3,0
exp2_P023,d26cc3de-4659-421d-a01c-1b05a01a5457,exp2,15,6,funnel,lasso,disperse,4,0
exp2_P023,d26cc3de-4659-421d-a01c-1b05a01a5457,exp2,15,6,funnel,lasso,disperse,5,0
exp2_P023,d26cc3de-4659-421d-a01c-1b05a01a5457,exp2,15,6,funnel,lasso,disperse,6,1
exp2_P023,49f28baf-c341-4fb1-a75b-0ff70240de39,exp2,20,5,funnel,lasso,disperse,2,0
exp2_P023,49f28baf-c341-4fb1-a75b-0ff70240de39,exp2,20,5,funnel,lasso,disperse,3,0
exp2_P023,49f28baf-c341-4fb1-a75b-0ff70240de39,exp2,20,5,funnel,lasso,disperse,4,0
exp2_P023,49f28baf-c341-4fb1-a75b-0ff70240de39,exp2,20,5,funnel,lasso,disperse,5,1
exp2_P023,37ecaaa0-dbb1-4b98-ad55-ce73229d5866,exp2,20,4,funnel,lasso,clustered,2,0
exp2_P023,37ecaaa0-dbb1-4b98-ad55-ce73229d5866,exp2,20,4,funnel,lasso,clustered,3,0
exp2_P023,37ecaaa0-dbb1-4b98-ad55-ce73229d5866,exp2,20,4,funnel,lasso,clustered,4,1
exp2_P023,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,2,0
exp2_P023,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,3,0
exp2_P023,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,4,1
exp2_P023,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp2,10,4,funnel,lasso,clustered,2,0
exp2_P023,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp2,10,4,funnel,lasso,clustered,3,0
exp2_P023,6b397277-e2cf-4165-9f1a-32aeef65ebbc,exp2,10,4,funnel,lasso,clustered,4,1
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,2,0
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,3,0
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,4,0
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,5,1
exp2_P023,cf70fe68-3e60-4947-ad2d-362b96f50a15,exp2,10,3,funnel,lasso,disperse,2,0
exp2_P023,cf70fe68-3e60-4947-ad2d-362b96f50a15,exp2,10,3,funnel,lasso,disperse,3,1
exp2_P023,7b7e1f1a-5fe8-4707-8e7e-b29230c53f78,exp2,15,4,funnel,lasso,disperse,2,0
exp2_P023,7b7e1f1a-5fe8-4707-8e7e-b29230c53f78,exp2,15,4,funnel,lasso,disperse,3,0
exp2_P023,7b7e1f1a-5fe8-4707-8e7e-b29230c53f78,exp2,15,4,funnel,lasso,disperse,4,1
exp2_P023,be66f0f4-0431-458a-8aa4-16bc76354c9f,exp2,25,4,funnel,lasso,clustered,2,0
exp2_P023,be66f0f4-0431-458a-8aa4-16bc76354c9f,exp2,25,4,funnel,lasso,clustered,3,0
exp2_P023,be66f0f4-0431-458a-8aa4-16bc76354c9f,exp2,25,4,funnel,lasso,clustered,4,1
exp2_P023,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,5,funnel,lasso,disperse,2,0
exp2_P023,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,5,funnel,lasso,disperse,3,0
exp2_P023,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,5,funnel,lasso,disperse,4,0
exp2_P023,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,5,funnel,lasso,disperse,5,1
exp2_P023,fdb55140-d76a-43e5-b66a-8883dc677b94,exp2,40,4,funnel,lasso,clustered,2,0
exp2_P023,fdb55140-d76a-43e5-b66a-8883dc677b94,exp2,40,4,funnel,lasso,clustered,3,0
exp2_P023,fdb55140-d76a-43e5-b66a-8883dc677b94,exp2,40,4,funnel,lasso,clustered,4,1
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,2,0
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,3,0
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,4,0
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,5,1
exp2_P023,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp2,25,5,funnel,lasso,disperse,2,0
exp2_P023,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp2,25,5,funnel,lasso,disperse,3,0
exp2_P023,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp2,25,5,funnel,lasso,disperse,4,0
exp2_P023,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp2,25,5,funnel,lasso,disperse,5,1
exp2_P023,3808a1ab-27ce-451f-bbd1-525f0e658c07,exp2,30,5,funnel,lasso,clustered,2,0
exp2_P023,3808a1ab-27ce-451f-bbd1-525f0e658c07,exp2,30,5,funnel,lasso,clustered,3,0
exp2_P023,3808a1ab-27ce-451f-bbd1-525f0e658c07,exp2,30,5,funnel,lasso,clustered,4,0
exp2_P023,3808a1ab-27ce-451f-bbd1-525f0e658c07,exp2,30,5,funnel,lasso,clustered,5,1
exp2_P023,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp2,30,5,funnel,lasso,disperse,2,0
exp2_P023,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp2,30,5,funnel,lasso,disperse,3,0
exp2_P023,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp2,30,5,funnel,lasso,disperse,4,0
exp2_P023,8845809a-0ba9-4c73-8f4e-d60d62ca8418,exp2,30,5,funnel,lasso,disperse,5,1
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,2,0
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,3,0
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,4,0
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,5,1
exp2_P023,ef372ea6-6bfe-4730-a880-e08824b68faa,exp2,30,5,funnel,lasso,disperse,2,0
exp2_P023,ef372ea6-6bfe-4730-a880-e08824b68faa,exp2,30,5,funnel,lasso,disperse,3,0
exp2_P023,ef372ea6-6bfe-4730-a880-e08824b68faa,exp2,30,5,funnel,lasso,disperse,4,0
exp2_P023,ef372ea6-6bfe-4730-a880-e08824b68faa,exp2,30,5,funnel,lasso,disperse,5,1
exp2_P023,e8770f4c-e648-4512-9529-b68de18f7703,exp2,30,4,funnel,lasso,clustered,2,0
exp2_P023,e8770f4c-e648-4512-9529-b68de18f7703,exp2,30,4,funnel,lasso,clustered,3,0
exp2_P023,e8770f4c-e648-4512-9529-b68de18f7703,exp2,30,4,funnel,lasso,clustered,4,1
exp2_P023,8b29ef86-ff1a-4abf-b2f1-9672955d44a0,exp2,40,4,funnel,lasso,disperse,2,0
exp2_P023,8b29ef86-ff1a-4abf-b2f1-9672955d44a0,exp2,40,4,funnel,lasso,disperse,3,0
exp2_P023,8b29ef86-ff1a-4abf-b2f1-9672955d44a0,exp2,40,4,funnel,lasso,disperse,4,1
exp2_P023,3ee7c96c-4a8f-4fbd-8204-12e875fdbe52,exp2,40,4,funnel,lasso,disperse,2,0
exp2_P023,3ee7c96c-4a8f-4fbd-8204-12e875fdbe52,exp2,40,4,funnel,lasso,disperse,3,0
exp2_P023,3ee7c96c-4a8f-4fbd-8204-12e875fdbe52,exp2,40,4,funnel,lasso,disperse,4,1
exp2_P023,a817f837-f86b-4b90-88a3-572342420271,exp2,30,5,funnel,lasso,disperse,2,0
exp2_P023,a817f837-f86b-4b90-88a3-572342420271,exp2,30,5,funnel,lasso,disperse,3,0
exp2_P023,a817f837-f86b-4b90-88a3-572342420271,exp2,30,5,funnel,lasso,disperse,4,0
exp2_P023,a817f837-f86b-4b90-88a3-572342420271,exp2,30,5,funnel,lasso,disperse,5,1
exp2_P023,9e6d1b9d-1ad5-4887-9b04-34fa64ea3ffe,exp2,35,4,funnel,lasso,disperse,2,0
exp2_P023,9e6d1b9d-1ad5-4887-9b04-34fa64ea3ffe,exp2,35,4,funnel,lasso,disperse,3,0
exp2_P023,9e6d1b9d-1ad5-4887-9b04-34fa64ea3ffe,exp2,35,4,funnel,lasso,disperse,4,1
exp2_P023,c91f4a09-8df1-4eb3-859a-8dc243343b26,exp2,40,4,funnel,lasso,clustered,2,0
exp2_P023,c91f4a09-8df1-4eb3-859a-8dc243343b26,exp2,40,4,funnel,lasso,clustered,3,0
exp2_P023,c91f4a09-8df1-4eb3-859a-8dc243343b26,exp2,40,4,funnel,lasso,clustered,4,1
exp2_P023,d764a7da-3857-4975-a325-f83a0b413cc5,exp2,40,4,funnel,lasso,disperse,2,0
exp2_P023,d764a7da-3857-4975-a325-f83a0b413cc5,exp2,40,4,funnel,lasso,disperse,3,0
exp2_P023,d764a7da-3857-4975-a325-f83a0b413cc5,exp2,40,4,funnel,lasso,disperse,4,1
exp2_P023,3ee7c96c-4a8f-4fbd-8204-12e875fdbe52,exp2,40,4,funnel,lasso,disperse,2,0
exp2_P023,3ee7c96c-4a8f-4fbd-8204-12e875fdbe52,exp2,40,4,funnel,lasso,disperse,3,0
exp2_P023,3ee7c96c-4a8f-4fbd-8204-12e875fdbe52,exp2,40,4,funnel,lasso,disperse,4,1
exp2_P023,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp2,20,4,funnel,lasso,disperse,2,0
exp2_P023,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp2,20,4,funnel,lasso,disperse,3,0
exp2_P023,823dc71a-6c2e-42ea-910b-4e53f7bd4a90,exp2,20,4,funnel,lasso,disperse,4,1
exp2_P023,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,5,funnel,lasso,clustered,2,0
exp2_P023,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,5,funnel,lasso,clustered,3,0
exp2_P023,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,5,funnel,lasso,clustered,4,0
exp2_P023,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,5,funnel,lasso,clustered,5,1
exp2_P023,cf70fe68-3e60-4947-ad2d-362b96f50a15,exp2,10,3,funnel,lasso,disperse,2,0
exp2_P023,cf70fe68-3e60-4947-ad2d-362b96f50a15,exp2,10,3,funnel,lasso,disperse,3,1
exp2_P023,be66f0f4-0431-458a-8aa4-16bc76354c9f,exp2,25,4,funnel,lasso,clustered,2,0
exp2_P023,be66f0f4-0431-458a-8aa4-16bc76354c9f,exp2,25,4,funnel,lasso,clustered,3,0
exp2_P023,be66f0f4-0431-458a-8aa4-16bc76354c9f,exp2,25,4,funnel,lasso,clustered,4,1
exp2_P023,339f68e4-98bf-4d4a-81c7-06fa958f307e,exp2,20,4,funnel,lasso,clustered,2,0
exp2_P023,339f68e4-98bf-4d4a-81c7-06fa958f307e,exp2,20,4,funnel,lasso,clustered,3,0
exp2_P023,339f68e4-98bf-4d4a-81c7-06fa958f307e,exp2,20,4,funnel,lasso,clustered,4,1
exp2_P023,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,2,0
exp2_P023,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,3,0
exp2_P023,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,4,1
exp2_P023,7228f5c0-b49e-4431-9bbb-0bb8c70487cb,exp2,25,4,funnel,lasso,disperse,2,0
exp2_P023,7228f5c0-b49e-4431-9bbb-0bb8c70487cb,exp2,25,4,funnel,lasso,disperse,3,0
exp2_P023,7228f5c0-b49e-4431-9bbb-0bb8c70487cb,exp2,25,4,funnel,lasso,disperse,4,1
exp2_P023,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,2,0
exp2_P023,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,3,0
exp2_P023,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,4,0
exp2_P023,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,5,1
exp2_P023,9960e442-6168-430d-b694-abfb5f4339fa,exp2,15,4,funnel,lasso,clustered,2,0
exp2_P023,9960e442-6168-430d-b694-abfb5f4339fa,exp2,15,4,funnel,lasso,clustered,3,0
exp2_P023,9960e442-6168-430d-b694-abfb5f4339fa,exp2,15,4,funnel,lasso,clustered,4,1
exp2_P023,d62793d4-4219-4f10-b2aa-86d40192d723,exp2,40,5,funnel,lasso,clustered,2,0
exp2_P023,d62793d4-4219-4f10-b2aa-86d40192d723,exp2,40,5,funnel,lasso,clustered,3,0
exp2_P023,d62793d4-4219-4f10-b2aa-86d40192d723,exp2,40,5,funnel,lasso,clustered,4,0
exp2_P023,d62793d4-4219-4f10-b2aa-86d40192d723,exp2,40,5,funnel,lasso,clustered,5,1
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,2,0
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,3,0
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,4,0
exp2_P023,0f9a9c80-cdab-4071-8d56-27965b585a10,exp2,35,5,funnel,lasso,disperse,5,1
exp2_P023,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,2,0
exp2_P023,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,3,0
exp2_P023,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,4,1
exp2_P023,2f24428f-632d-4374-b0ca-cb3d0ae04bc5,exp2,30,5,funnel,lasso,disperse,2,0
exp2_P023,2f24428f-632d-4374-b0ca-cb3d0ae04bc5,exp2,30,5,funnel,lasso,disperse,3,0
exp2_P023,2f24428f-632d-4374-b0ca-cb3d0ae04bc5,exp2,30,5,funnel,lasso,disperse,4,0
exp2_P023,2f24428f-632d-4374-b0ca-cb3d0ae04bc5,exp2,30,5,funnel,lasso,disperse,5,1
exp2_P023,9e6d1b9d-1ad5-4887-9b04-34fa64ea3ffe,exp2,35,4,funnel,lasso,disperse,2,0
exp2_P023,9e6d1b9d-1ad5-4887-9b04-34fa64ea3ffe,exp2,35,4,funnel,lasso,disperse,3,0
exp2_P023,9e6d1b9d-1ad5-4887-9b04-34fa64ea3ffe,exp2,35,4,funnel,lasso,disperse,4,1
exp2_P023,96d4aa75-d671-422c-9390-9242e47507dd,exp2,40,5,funnel,lasso,disperse,2,0
exp2_P023,96d4aa75-d671-422c-9390-9242e47507dd,exp2,40,5,funnel,lasso,disperse,3,0
exp2_P023,96d4aa75-d671-422c-9390-9242e47507dd,exp2,40,5,funnel,lasso,disperse,4,0
exp2_P023,96d4aa75-d671-422c-9390-9242e47507dd,exp2,40,5,funnel,lasso,disperse,5,1
exp2_P023,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp2,25,4,funnel,lasso,disperse,2,0
exp2_P023,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp2,25,4,funnel,lasso,disperse,3,0
exp2_P023,87cc45a4-3e2e-4c67-a9d6-3ba04eda2588,exp2,25,4,funnel,lasso,disperse,4,1
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,2,0
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,3,0
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,4,0
exp2_P023,8977f47a-e877-4e8c-aec8-0408550d3baf,exp2,20,5,funnel,lasso,disperse,5,1
exp2_P023,7b7e1f1a-5fe8-4707-8e7e-b29230c53f78,exp2,15,4,funnel,lasso,disperse,2,0
exp2_P023,7b7e1f1a-5fe8-4707-8e7e-b29230c53f78,exp2,15,4,funnel,lasso,disperse,3,0
exp2_P023,7b7e1f1a-5fe8-4707-8e7e-b29230c53f78,exp2,15,4,funnel,lasso,disperse,4,1
exp2_P023,56c594b9-620f-49b9-8302-684c969061da,exp2,30,4,funnel,lasso,clustered,2,0
exp2_P023,56c594b9-620f-49b9-8302-684c969061da,exp2,30,4,funnel,lasso,clustered,3,0
exp2_P023,56c594b9-620f-49b9-8302-684c969061da,exp2,30,4,funnel,lasso,clustered,4,1
exp2_P023,98dd5bec-729c-46ed-9714-b1e26e817196,exp2,35,6,funnel,lasso,clustered,2,0
exp2_P023,98dd5bec-729c-46ed-9714-b1e26e817196,exp2,35,6,funnel,lasso,clustered,3,0
exp2_P023,98dd5bec-729c-46ed-9714-b1e26e817196,exp2,35,6,funnel,lasso,clustered,4,0
exp2_P023,98dd5bec-729c-46ed-9714-b1e26e817196,exp2,35,6,funnel,lasso,clustered,5,0
exp2_P023,98dd5bec-729c-46ed-9714-b1e26e817196,exp2,35,6,funnel,lasso,clustered,6,1
exp2_P023,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,4,funnel,lasso,disperse,2,0
exp2_P023,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,4,funnel,lasso,disperse,3,0
exp2_P023,f0dc058f-70fd-42c0-b2d0-5b0a93b2efaa,exp2,35,4,funnel,lasso,disperse,4,1
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,2,0
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,3,0
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,4,0
exp2_P023,6da3f9dc-e910-4c46-822b-eebee4448324,exp2,40,5,funnel,lasso,clustered,5,1
exp2_P023,b3697dbc-04ee-4762-a98d-5773cf0c7e84,exp2,10,5,funnel,lasso,clustered,2,0
exp2_P023,b3697dbc-04ee-4762-a98d-5773cf0c7e84,exp2,10,5,funnel,lasso,clustered,3,0
exp2_P023,b3697dbc-04ee-4762-a98d-5773cf0c7e84,exp2,10,5,funnel,lasso,clustered,4,0
exp2_P023,b3697dbc-04ee-4762-a98d-5773cf0c7e84,exp2,10,5,funnel,lasso,clustered,5,1
exp2_P023,c91f4a09-8df1-4eb3-859a-8dc243343b26,exp2,40,5,funnel,lasso,clustered,2,0
exp2_P023,c91f4a09-8df1-4eb3-859a-8dc243343b26,exp2,40,5,funnel,lasso,clustered,3,0
exp2_P023,c91f4a09-8df1-4eb3-859a-8dc243343b26,exp2,40,5,funnel,lasso,clustered,4,0
exp2_P023,c91f4a09-8df1-4eb3-859a-8dc243343b26,exp2,40,5,funnel,lasso,clustered,5,1
exp2_P023,2bb1495b-1ef6-4943-bb48-662371f50b30,exp2,25,4,funnel,lasso,clustered,2,0
exp2_P023,2bb1495b-1ef6-4943-bb48-662371f50b30,exp2,25,4,funnel,lasso,clustered,3,0
exp2_P023,2bb1495b-1ef6-4943-bb48-662371f50b30,exp2,25,4,funnel,lasso,clustered,4,1
exp2_P023,bf683b51-fa65-450e-8155-5f0af307bf63,exp2,10,4,funnel,lasso,disperse,2,0
exp2_P023,bf683b51-fa65-450e-8155-5f0af307bf63,exp2,10,4,funnel,lasso,disperse,3,0
exp2_P023,bf683b51-fa65-450e-8155-5f0af307bf63,exp2,10,4,funnel,lasso,disperse,4,1
exp2_P024,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,7,funnel,lasso,clustered,2,0
exp2_P024,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,7,funnel,lasso,clustered,3,0
exp2_P024,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,7,funnel,lasso,clustered,4,0
exp2_P024,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,7,funnel,lasso,clustered,5,0
exp2_P024,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,7,funnel,lasso,clustered,6,0
exp2_P024,f54baffc-bc26-4c4d-b940-824d08daf230,exp2,15,7,funnel,lasso,clustered,7,1
exp2_P024,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,2,0
exp2_P024,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,3,0
exp2_P024,37ce66b3-c54a-46ec-981d-96c33e8fba81,exp2,15,4,funnel,lasso,disperse,4,1
exp2_P024,f0443691-d86e-42b0-bb33-d31e77ba24d3,exp2,15,6,funnel,lasso,disperse,2,0
exp2_P024,f0443691-d86e-42b0-bb33-d31e77ba24d3,exp2,15,6,funnel,lasso,disperse,3,0
exp2_P024,f0443691-d86e-42b0-bb33-d31e77ba24d3,exp2,15,6,funnel,lasso,disperse,4,0
exp2_P024,f0443691-d86e-42b0-bb33-d31e77ba24d3,exp2,15,6,funnel,lasso,disperse,5,0
exp2_P024,f0443691-d86e-42b0-bb33-d31e77ba24d3,exp2,15,6,funnel,lasso,disperse,6,1
exp2_P024,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,2,0
exp2_P024,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,3,0
exp2_P024,839dbbc1-445d-4298-95c3-38299943cfb6,exp2,10,4,funnel,lasso,clustered,4,1
exp2_P024,b3697dbc-04ee-4762-a98d-5773cf0c7e84,exp2,10,3,funnel,lasso,clustered,2,0
exp2_P024,b3697dbc-04ee-4762-a98d-5773cf0c7e84,exp2,10,3,funnel,lasso,clustered,3,1
exp2_P024,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,2,0
exp2_P024,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,3,0
exp2_P024,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,4,0
exp2_P024,e0b28b0d-8194-475b-98a6-6931d1ff1004,exp2,20,5,funnel,lasso,clustered,5,1
exp2_P024,4fbeab87-3c1b-44f6-91c7-47cb4e50c315,exp2,15,5,funnel,lasso,clustered,2,0
exp2_P024,4fbeab87-3c1b-44f6-91c7-47cb4e50c315,exp2,15,5,funnel,lasso,clustered,3,0
exp2_P024,4fbeab87-3c1b-44f6-91c7-47cb4e50c315,exp2,15,5,funnel,lasso,clustered,4,0
